query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	match
ERR10115637.110333	13880	8	13871	+	OX387716.1	110195567	110152532	110169189	12557	16870	0	12557
ERR10115637.1818628	12936	14	12928	-	OX387718.1	34891842	30387	43301	12526	12918	60	12526
ERR10115637.613362	13994	13	13980	+	OX387715.1	122962308	122928724	122942556	12525	13970	8	12525
ERR10115637.1692056	13060	9	13054	+	OX387719.1	33329425	33280504	33293550	12523	13049	60	12523
ERR10115637.485984	12607	1	12604	+	OX387716.1	110195567	36890	49491	12520	12603	60	12520
ERR10115637.1436266	12994	5	12991	+	OX387719.1	33329425	33295976	33308942	12509	12992	60	12509
ERR10115637.1883526	13451	7	13242	+	OX387715.1	122962308	122922053	122935279	12504	13240	15	12504
ERR10115637.817206	22050	3975	20335	+	OX387718.1	34891842	12	15696	12503	16373	42	12503
ERR10115637.121136	13039	5	13033	-	OX387715.1	122962308	30381	43396	12484	13029	6	12484
ERR10115637.613383	14556	8	14548	+	OX387718.1	34891842	34864523	34881742	12463	17241	14	12463
ERR10115637.724050	13767	5	13759	-	OX387719.1	33329425	75	13658	12445	13801	0	12445
ERR10115637.1460567	13269	9	13261	-	OX387717.1	78174148	21490	34738	12417	13280	60	12417
ERR10115637.1529292	12917	2	12913	-	OX387718.1	34891842	31777	44687	12413	12924	60	12413
ERR10115637.848535	14763	6	14757	+	OX387719.1	33329425	33305910	33320632	12410	14778	60	12410
ERR10115637.425966	13144	351	13142	-	OX387717.1	78174148	22806	35611	12400	12808	60	12400
ERR10115637.158490	14351	5	14348	+	OX387719.1	33329425	33315309	33329422	12393	14356	17	12393
ERR10115637.1232875	12441	5	12441	+	OX387716.1	110195567	36910	49346	12355	12436	60	12355
ERR10115637.55208	12960	3	12958	+	OX387715.1	122962308	122918698	122931661	12354	12964	22	12354
ERR10115637.1288332	13739	9	13735	-	OX387716.1	110195567	2862	17369	12353	14714	0	12353
ERR10115637.1806918	12703	7	12702	-	OX387718.1	34891842	27038	39735	12350	12697	60	12350
ERR10115637.1249557	13698	9	13691	-	OX387717.1	78174148	78125024	78138720	12333	13700	60	12333
ERR10115637.1215838	12922	9	12914	+	OX387718.1	34891842	32295	45178	12321	12916	60	12321
ERR10115637.1920419	12834	2	12830	-	OX387718.1	34891842	36548	49375	12316	12828	60	12316
ERR10115637.578783	15668	5	15650	-	OX387716.1	110195567	48078	63643	12297	15654	60	12297
ERR10115637.2542	12334	6	12324	-	OX387718.1	34891842	34830106	34842424	12287	12318	60	12287
ERR10115637.1788962	13384	8	13383	-	OX387718.1	34891842	34871172	34884526	12283	13389	21	12283
ERR10115637.66528	13621	0	13612	+	OX387715.1	122962308	122946046	122959649	12282	13615	18	12282
ERR10115637.1569518	13744	4	13739	+	OX387717.1	78174148	78148140	78161812	12281	13753	27	12281
ERR10115637.1417236	13045	2	13037	+	OX387719.1	33329425	6954	19965	12267	13039	0	12267
ERR10115637.696354	13368	11	13366	+	OX387716.1	110195567	110175338	110188664	12257	13357	22	12257
ERR10115637.1594134	13395	3	13391	+	OX387719.1	33329425	1702	14884	12235	13405	0	12235
ERR10115637.1718412	12783	0	12779	-	OX387719.1	33329425	33282521	33295300	12222	12783	60	12222
ERR10115637.1887407	13311	2	13304	+	OX387717.1	78174148	78158534	78171813	12218	13330	15	12218
ERR10115637.265687	13727	0	13672	-	OX387717.1	78174148	78123759	78137377	12215	13681	60	12215
ERR10115637.167789	12617	1	12616	-	OX387715.1	122962308	122910530	122923211	12214	12693	1	12214
ERR10115637.1790729	12969	4	12778	-	OX387717.1	78174148	36157	48935	12208	12779	3	12208
ERR10115637.1787113	12345	8	12337	-	OX387719.1	33329425	48259	60588	12205	12333	60	12205
ERR10115637.915093	13152	2	13151	-	OX387717.1	78174148	78145226	78158377	12204	13151	50	12204
ERR10115637.1513288	14275	3	14267	-	OX387719.1	33329425	33304986	33319247	12198	14278	60	12198
ERR10115637.103316	14223	8	14221	-	OX387718.1	34891842	34844281	34858491	12193	14215	60	12193
ERR10115637.1012954	12794	8	12731	+	OX387715.1	122962308	12061	24795	12191	12736	9	12191
ERR10115637.942587	13167	9	13166	-	OX387716.1	110195567	110175276	110188424	12188	13157	22	12188
ERR10115637.1750612	14272	0	14245	-	OX387718.1	34891842	34861062	34875300	12176	14247	54	12176
ERR10115637.1341772	13260	0	13253	-	OX387717.1	78174148	78155406	78168651	12171	13261	15	12171
ERR10115637.87143	12510	1	12503	-	OX387716.1	110195567	110154387	110166892	12141	12507	8	12141
ERR10115637.911058	13627	9	13621	-	OX387715.1	122962308	16272	29862	12123	13619	16	12123
ERR10115637.267685	12707	5	12698	+	OX387717.1	78174148	21985	34686	12121	12705	60	12121
ERR10115637.743510	14302	873	14297	-	OX387716.1	110195567	110155884	110172096	12117	16431	0	12117
ERR10115637.1712288	13052	49	13046	-	OX387717.1	78174148	2259	14956	12107	13022	0	12107
ERR10115637.1713123	12603	4	12551	-	OX387718.1	34891842	26642	39179	12100	12548	60	12100
ERR10115637.1372614	12421	2	12412	-	OX387715.1	122962308	41417	53831	12097	12414	10	12097
ERR10115637.1783536	13514	5	13514	-	OX387716.1	110195567	110138828	110153487	12094	14661	1	12094
ERR10115637.738696	13434	7	13429	-	OX387716.1	110195567	27187	40609	12085	13428	60	12085
ERR10115637.1156632	13086	5	13075	-	OX387719.1	33329425	1616	14596	12076	13077	0	12076
ERR10115637.112347	13129	3	13075	-	OX387718.1	34891842	26642	39620	12064	13075	60	12064
ERR10115637.328534	19430	7288	19430	-	OX387718.1	34891842	47116	59257	12047	12143	60	12047
ERR10115637.320314	13690	2	13682	-	OX387715.1	122962308	122931443	122945140	12045	13706	11	12045
ERR10115637.1763141	12519	22	12505	-	OX387719.1	33329425	13558	26034	12044	12490	9	12044
ERR10115637.1466061	13510	0	13504	-	OX387715.1	122962308	122914128	122927806	12039	13858	0	12039
ERR10115637.153254	13205	165	13191	-	OX387718.1	34891842	34848066	34861086	12031	13027	60	12031
ERR10115637.1580640	13141	4	13137	-	OX387717.1	78174148	78137652	78150783	12027	13137	60	12027
ERR10115637.616706	13215	9	13214	-	OX387717.1	78174148	9483	22964	12024	13493	9	12024
ERR10115637.366623	15352	1	15118	-	OX387716.1	110195567	110172350	110187161	12024	15118	11	12024
ERR10115637.1297000	13324	7	13315	-	OX387719.1	33329425	403	13596	12023	13314	0	12023
ERR10115637.1909369	12579	21	12573	+	OX387716.1	110195567	2631	15146	12022	12564	6	12022
ERR10115637.1671019	14482	43	14349	+	OX387716.1	110195567	16034	30322	12021	14312	60	12021
ERR10115637.328139	13418	6	13418	-	OX387718.1	34891842	34848401	34861818	12011	13419	60	12011
ERR10115637.733131	13013	6	13005	-	OX387717.1	78174148	14726	27725	12009	13000	37	12009
ERR10115637.1492365	13053	7	13052	+	OX387715.1	122962308	122922737	122935772	12001	13046	17	12001
ERR10115637.632678	12352	8	12348	-	OX387718.1	34891842	27714	40049	11990	12340	60	11990
ERR10115637.1066914	12467	8	12465	-	OX387715.1	122962308	122913960	122926422	11975	12462	17	11975
ERR10115637.1046724	13950	8	13947	-	OX387718.1	34891842	34844493	34858430	11974	13939	60	11974
ERR10115637.1846264	11956	8	11951	+	OX387719.1	33329425	33293651	33305594	11905	11945	60	11905
ERR10115637.558346	12965	4	12941	-	OX387719.1	33329425	33313027	33325955	11904	12941	22	11904
ERR10115637.1645840	13390	10	13385	+	OX387718.1	34891842	34850854	34864199	11901	13383	60	11901
ERR10115637.85376	12768	4	12767	+	OX387717.1	78174148	78150590	78163354	11888	12773	10	11888
ERR10115637.633292	12573	1	12567	+	OX387719.1	33329425	33298254	33310819	11863	12566	60	11863
ERR10115637.916927	13300	9	13297	+	OX387719.1	33329425	24980	38266	11861	13289	41	11861
ERR10115637.1702047	13831	5	13831	+	OX387717.1	78174148	78134963	78148787	11839	13827	60	11839
ERR10115637.1439586	12918	10	12918	+	OX387719.1	33329425	33312750	33325639	11833	12909	24	11833
ERR10115637.5771	13847	2	13845	-	OX387719.1	33329425	33308310	33322168	11804	13876	60	11804
ERR10115637.740897	12376	0	12368	+	OX387718.1	34891842	36787	49144	11791	12368	60	11791
ERR10115637.311350	14818	1273	14817	+	OX387716.1	110195567	37	13586	11791	13564	6	11791
ERR10115637.931610	12110	15	12109	+	OX387719.1	33329425	33287902	33299996	11787	12094	60	11787
ERR10115637.1356507	12840	3	12839	+	OX387717.1	78174148	78152257	78165086	11769	12836	11	11769
ERR10115637.229858	16162	15	16150	-	OX387717.1	78174148	78110577	78126647	11769	16136	60	11769
ERR10115637.1106189	12388	8	12377	-	OX387719.1	33329425	33279017	33291377	11764	12374	60	11764
ERR10115637.115994	12141	0	12137	-	OX387718.1	34891842	29667	41802	11760	12138	60	11760
ERR10115637.1449484	12359	4	12356	+	OX387715.1	122962308	12640	24988	11752	12357	10	11752
ERR10115637.964780	12567	8	12559	-	OX387719.1	33329425	23694	36246	11721	12554	29	11721
ERR10115637.1592686	13090	19	13090	+	OX387718.1	34891842	34846615	34859680	11721	13071	60	11721
ERR10115637.51064	13003	1	12996	-	OX387716.1	110195567	26954	39947	11694	12995	60	11694
ERR10115637.1094389	13207	0	13190	+	OX387718.1	34891842	34851026	34864206	11694	13213	60	11694
ERR10115637.1007446	12484	5	12480	-	OX387719.1	33329425	8372	20813	11689	12481	2	11689
ERR10115637.1701691	13111	3	13104	-	OX387716.1	110195567	110138487	110152725	11683	14244	2	11683
ERR10115637.225748	13435	7	13215	+	OX387719.1	33329425	25421	38616	11677	13209	48	11677
ERR10115637.1824489	12896	4	12894	+	OX387717.1	78174148	78124478	78137373	11658	12915	60	11658
ERR10115637.1554823	12309	4	12300	-	OX387719.1	33329425	33292059	33304283	11648	12309	60	11648
ERR10115637.1619353	12307	8	12306	-	OX387715.1	122962308	122904036	122917499	11640	13517	1	11640
ERR10115637.1281962	12638	0	12632	-	OX387715.1	122962308	18278	30910	11637	12636	19	11637
ERR10115637.326438	12319	9	12271	+	OX387715.1	122962308	122915971	122928231	11628	12265	23	11628
ERR10115637.1061969	13510	33	13501	-	OX387719.1	33329425	33301806	33315274	11617	13469	60	11617
ERR10115637.590610	12137	7	12136	-	OX387718.1	34891842	40254	52383	11605	12129	60	11605
ERR10115637.796608	11899	5	11891	+	OX387719.1	33329425	6688	18573	11597	11888	8	11597
ERR10115637.1889356	12452	1	12452	-	OX387715.1	122962308	122906124	122918550	11589	12457	20	11589
ERR10115637.1196342	12198	9	12177	+	OX387719.1	33329425	33292724	33304848	11581	12185	60	11581
ERR10115637.238925	11956	9	11955	-	OX387717.1	78174148	18105	30054	11552	11950	60	11552
ERR10115637.881719	12030	6	12028	-	OX387719.1	33329425	33269089	33281123	11549	12045	60	11549
ERR10115637.837121	21165	1	16257	-	OX387718.1	34891842	21468	37720	11540	16262	60	11540
ERR10115637.632170	12515	2	12515	+	OX387715.1	122962308	8310	20779	11536	12514	12	11536
ERR10115637.846855	11612	0	11607	-	OX387716.1	110195567	38554	50160	11531	11607	60	11531
ERR10115637.1167400	12393	6	12380	+	OX387717.1	78174148	18134	30476	11525	12395	60	11525
ERR10115637.392637	12248	5	12248	-	OX387719.1	33329425	33298831	33311075	11517	12245	60	11517
ERR10115637.1720342	11640	1	11639	-	OX387716.1	110195567	39027	50668	11508	11644	60	11508
ERR10115637.811073	13540	20	13531	+	OX387718.1	34891842	34844821	34858322	11493	13520	60	11493
ERR10115637.885061	13518	4	13517	+	OX387719.1	33329425	33305391	33318909	11492	13528	60	11492
ERR10115637.1727325	12844	1	12843	+	OX387717.1	78174148	78127048	78139891	11479	12843	60	11479
ERR10115637.883392	13279	6	13279	-	OX387718.1	34891842	34838978	34852248	11474	13280	60	11474
ERR10115637.208318	13275	0	13272	-	OX387717.1	78174148	78131760	78145035	11455	13280	60	11455
ERR10115637.927513	13234	0	13202	-	OX387718.1	34891842	34847008	34860143	11453	13216	60	11453
ERR10115637.1709115	12752	7	12543	-	OX387718.1	34891842	25566	38103	11442	12538	60	11442
ERR10115637.1017219	12387	5	12387	+	OX387717.1	78174148	78145638	78158012	11440	12382	51	11440
ERR10115637.1474065	12391	7	12320	-	OX387717.1	78174148	78115663	78127975	11439	12313	60	11439
ERR10115637.1363569	11993	151	11988	+	OX387716.1	110195567	110150967	110162788	11436	11839	0	11436
ERR10115637.1759006	11862	2	11853	-	OX387717.1	78174148	20157	32002	11414	11851	60	11414
ERR10115637.1669023	11819	4	11817	+	OX387717.1	78174148	78157817	78169631	11397	11820	8	11397
ERR10115637.72746	14259	63	14252	-	OX387716.1	110195567	49979	64164	11389	14191	60	11389
ERR10115637.1128866	11729	7	11683	+	OX387715.1	122962308	28973	40644	11385	11680	5	11385
ERR10115637.170071	11466	8	11458	-	OX387716.1	110195567	40170	51623	11379	11453	60	11379
ERR10115637.317611	11990	8	11985	+	OX387715.1	122962308	122912645	122924608	11366	11984	17	11366
ERR10115637.639940	12594	421	12585	-	OX387717.1	78174148	78161975	78174140	11360	12167	6	11360
ERR10115637.1404652	12481	8	12475	-	OX387716.1	110195567	23182	35648	11355	12467	60	11355
ERR10115637.403939	11637	4	11630	+	OX387719.1	33329425	33297234	33308861	11329	11627	60	11329
ERR10115637.902236	11799	5	11795	-	OX387717.1	78174148	78116391	78128183	11319	11792	60	11319
ERR10115637.1279814	13285	39	13282	-	OX387719.1	33329425	33309239	33322492	11311	13269	52	11311
ERR10115637.1538974	11887	3	11887	-	OX387718.1	34891842	39520	51407	11309	11891	60	11309
ERR10115637.1911889	13906	2126	13902	-	OX387717.1	78174148	23825	35611	11306	11798	60	11306
ERR10115637.511798	11324	6	11324	-	OX387719.1	33329425	33290331	33301651	11304	11320	60	11304
ERR10115637.1024261	11743	6	11734	+	OX387718.1	34891842	32513	44235	11301	11734	60	11301
ERR10115637.638699	14688	5	14450	+	OX387718.1	34891842	1648	16088	11294	14449	60	11294
ERR10115637.348306	14948	9	14280	+	OX387715.1	122962308	122947706	122961986	11291	14294	23	11291
ERR10115637.499670	17738	6	17698	-	OX387717.1	78174148	78107539	78125158	11285	17699	60	11285
ERR10115637.943270	11825	9	11818	-	OX387719.1	33329425	33280873	33292678	11284	11810	60	11284
ERR10115637.690248	12608	8	12600	-	OX387716.1	110195567	24365	36958	11272	12599	60	11272
ERR10115637.642035	13011	3	12963	+	OX387718.1	34891842	34852305	34865264	11267	12967	60	11267
ERR10115637.1336907	11730	3	11724	-	OX387717.1	78174148	78116907	78128628	11263	11722	60	11263
ERR10115637.1448774	13264	8	13256	+	OX387718.1	34891842	34854404	34867656	11260	13270	60	11260
ERR10115637.1364563	11822	23	11820	-	OX387718.1	34891842	34878	46675	11239	11797	60	11239
ERR10115637.1499994	13737	2	13729	-	OX387718.1	34891842	34855782	34869507	11235	13729	60	11235
ERR10115637.519025	13116	6	13114	+	OX387715.1	122962308	122930577	122943686	11226	13141	10	11226
ERR10115637.1876115	12696	5	12673	+	OX387719.1	33329425	8556	21101	11222	12680	3	11222
ERR10115637.399725	11768	8	11762	+	OX387719.1	33329425	17872	29628	11222	11757	1	11222
ERR10115637.1603057	12752	9	11764	+	OX387719.1	33329425	13159	24864	11212	11758	9	11212
ERR10115637.115495	12164	3	12159	-	OX387717.1	78174148	78145271	78157426	11210	12157	51	11210
ERR10115637.433844	11944	1	11936	-	OX387715.1	122962308	122921854	122933770	11200	11940	17	11200
ERR10115637.1261798	13622	8	13614	-	OX387719.1	33329425	33309720	33323296	11197	13624	43	11197
ERR10115637.1265610	11758	8	11733	-	OX387719.1	33329425	42981	54701	11176	11756	60	11176
ERR10115637.509371	12465	8	12465	+	OX387717.1	78174148	78126026	78138472	11170	12459	60	11170
ERR10115637.1807960	11641	6	11638	+	OX387716.1	110195567	2537	14048	11169	11634	3	11169
ERR10115637.1448408	11633	5	11626	-	OX387717.1	78174148	78117738	78129360	11163	11623	60	11163
ERR10115637.461515	13096	9	13092	-	OX387716.1	110195567	29714	42722	11162	13094	60	11162
ERR10115637.100885	12472	11	12364	-	OX387718.1	34891842	34868232	34883281	11160	15055	1	11160
ERR10115637.921023	11431	1	11423	+	OX387717.1	78174148	15739	27161	11157	11423	36	11157
ERR10115637.29537	12589	1	12582	+	OX387715.1	122962308	122917968	122930818	11152	12989	0	11152
ERR10115637.1644616	14034	4	14034	-	OX387716.1	110195567	110162484	110175204	11138	14070	0	11138
ERR10115637.1152406	12565	7	12565	+	OX387717.1	78174148	78127560	78140116	11131	12565	60	11131
ERR10115637.1741486	16557	2916	16556	+	OX387716.1	110195567	16139	30716	11123	14654	60	11123
ERR10115637.21939	13560	9	13555	-	OX387716.1	110195567	11208	24744	11122	13546	54	11122
ERR10115637.879226	12316	44	12309	-	OX387719.1	33329425	33299173	33311429	11122	12277	60	11122
ERR10115637.1125790	11973	8	11964	+	OX387715.1	122962308	12968	24876	11113	11964	11	11113
ERR10115637.1123886	13696	32	13608	-	OX387718.1	34891842	24126	37720	11097	13603	60	11097
ERR10115637.1258575	11378	6	11376	-	OX387717.1	78174148	16610	27981	11095	11372	36	11095
ERR10115637.323041	11991	1	11991	-	OX387716.1	110195567	110173993	110185986	11091	12014	9	11091
ERR10115637.517394	13085	2	13068	+	OX387718.1	34891842	34844903	34857948	11070	13087	60	11070
ERR10115637.1368032	12143	5	12140	-	OX387716.1	110195567	110177729	110189859	11067	12144	23	11067
ERR10115637.391571	27782	2	15532	+	OX387718.1	34891842	34874076	34889615	11059	15579	19	11059
ERR10115637.960270	11407	6	11406	-	OX387718.1	34891842	28914	40314	11055	11400	60	11055
ERR10115637.881759	12087	1	12079	-	OX387715.1	122962308	122937065	122949144	11044	12079	12	11044
ERR10115637.398951	11363	2	11354	-	OX387719.1	33329425	21857	33206	11040	11354	17	11040
ERR10115637.604549	12445	9	12443	-	OX387715.1	122962308	122915202	122927807	11035	12784	0	11035
ERR10115637.666097	11898	0	11895	+	OX387717.1	78174148	9831	21737	11033	11919	0	11033
ERR10115637.1600470	11943	14	11934	-	OX387718.1	34891842	34834931	34846851	11032	11920	60	11032
ERR10115637.1018712	11795	8	11648	+	OX387717.1	78174148	3596	15230	11031	11641	0	11031
ERR10115637.782585	13005	1595	13001	-	OX387717.1	78174148	24197	35611	11026	11419	60	11026
ERR10115637.1537289	11129	9	11122	+	OX387719.1	33329425	33292201	33303300	11025	11115	60	11025
ERR10115637.1725253	12806	2	12800	+	OX387715.1	122962308	122933296	122946086	11021	12819	13	11021
ERR10115637.1566845	12403	0	12396	-	OX387716.1	110195567	24557	36943	11007	12399	60	11007
ERR10115637.671241	12132	8	12098	-	OX387715.1	122962308	122926808	122938875	11001	12113	12	11001
ERR10115637.1895439	14662	647	14659	-	OX387715.1	122962308	122947892	122961914	11000	14047	22	11000
ERR10115637.39746	13178	5	13178	-	OX387718.1	34891842	1090	14265	10993	13183	60	10993
ERR10115637.1234017	13229	9	13223	-	OX387716.1	110195567	110168580	110181708	10987	13239	9	10987
ERR10115637.882579	20838	3506	20811	+	OX387716.1	110195567	255	18251	10975	18057	1	10975
ERR10115637.951847	12861	8	12855	+	OX387718.1	34891842	34853259	34866103	10973	12849	60	10973
ERR10115637.270421	12359	8	12352	-	OX387717.1	78174148	8954	21472	10969	12591	0	10969
ERR10115637.1077233	11433	9	11426	+	OX387719.1	33329425	33288863	33300280	10969	11445	60	10969
ERR10115637.310290	12759	9	12753	-	OX387716.1	110195567	17001	29721	10964	12747	60	10964
ERR10115637.606294	13574	9	13474	-	OX387717.1	78174148	78113241	78126720	10951	13481	60	10951
ERR10115637.1839246	11487	3	11487	+	OX387715.1	122962308	122929182	122940659	10938	11486	7	10938
ERR10115637.262134	11279	8	11271	+	OX387718.1	34891842	30499	41760	10925	11265	60	10925
ERR10115637.871488	12662	23	12656	+	OX387715.1	122962308	122917023	122929878	10912	13035	0	10912
ERR10115637.688786	11585	3	11577	-	OX387719.1	33329425	33283515	33295095	10898	11591	60	10898
ERR10115637.1677382	13361	8	13354	+	OX387716.1	110195567	13551	26889	10893	13351	53	10893
ERR10115637.1280030	11735	4	11727	-	OX387719.1	33329425	10422	22159	10892	11752	6	10892
ERR10115637.88195	11226	0	11225	+	OX387715.1	122962308	27348	38562	10891	11225	2	10891
ERR10115637.600067	12308	1	12304	+	OX387719.1	33329425	25564	37865	10887	12303	33	10887
ERR10115637.131621	11239	19	11234	+	OX387719.1	33329425	12173	23382	10885	11215	7	10885
ERR10115637.1047129	12511	36	11889	+	OX387717.1	78174148	78162315	78174140	10879	11867	0	10879
ERR10115637.1548405	12031	0	12027	+	OX387718.1	34891842	37090	49142	10877	12087	60	10877
ERR10115637.693794	11772	1	11767	-	OX387716.1	110195567	110165159	110176926	10862	11768	0	10862
ERR10115637.609537	13547	9	13545	-	OX387718.1	34891842	34852470	34865918	10860	13551	60	10860
ERR10115637.606171	17327	36	17323	-	OX387717.1	78174148	78106909	78124201	10858	17292	60	10858
ERR10115637.1810521	13126	79	13123	+	OX387718.1	34891842	24399	37437	10857	13050	60	10857
ERR10115637.1716398	11250	4	11250	-	OX387719.1	33329425	20211	31451	10857	11253	6	10857
ERR10115637.1661238	11407	8	11400	-	OX387716.1	110195567	2471	13836	10854	11402	4	10854
ERR10115637.314689	11454	7	11444	-	OX387715.1	122962308	122903867	122915306	10852	11441	18	10852
ERR10115637.1829793	11645	2	11639	-	OX387717.1	78174148	78145121	78156757	10848	11645	49	10848
ERR10115637.1306237	13118	258	13113	-	OX387715.1	122962308	46730	59582	10846	12859	34	10846
ERR10115637.691906	11261	5	11254	+	OX387717.1	78174148	23596	34858	10839	11268	60	10839
ERR10115637.456892	13026	4	13017	-	OX387718.1	34891842	34838218	34851208	10819	13037	60	10819
ERR10115637.162393	11326	1	11318	-	OX387717.1	78174148	78118267	78129589	10818	11324	60	10818
ERR10115637.1326754	17655	3839	17653	+	OX387718.1	34891842	6	13427	10812	13847	20	10812
ERR10115637.228994	14348	654	14341	-	OX387715.1	122962308	122948199	122961914	10794	13724	22	10794
ERR10115637.1828159	13241	68	13235	+	OX387719.1	33329425	33310010	33323158	10789	13192	37	10789
ERR10115637.859772	13754	2	13750	+	OX387717.1	78174148	32688	45086	10783	13764	0	10783
ERR10115637.894204	11484	7	11446	+	OX387717.1	78174148	78144364	78155835	10780	11481	31	10780
ERR10115637.611498	13330	4	13328	-	OX387716.1	110195567	46466	59791	10773	13326	60	10773
ERR10115637.1701384	12395	9	12393	-	OX387717.1	78174148	78130050	78142422	10730	12385	60	10730
ERR10115637.1343329	12514	9	12512	+	OX387719.1	33329425	33307060	33319547	10730	12503	60	10730
ERR10115637.1094747	11891	1	11886	+	OX387716.1	110195567	30028	41914	10721	11887	60	10721
ERR10115637.106690	10874	6	10856	-	OX387719.1	33329425	45962	56812	10718	10852	60	10718
ERR10115637.1784137	12543	5	12483	-	OX387717.1	78174148	78136673	78149150	10700	12500	60	10700
ERR10115637.1577759	12586	5	12582	+	OX387718.1	34891842	34843992	34856567	10695	12578	60	10695
ERR10115637.1501594	12498	5	12496	+	OX387718.1	34891842	34863622	34876184	10681	12567	28	10681
ERR10115637.758633	12227	112	12227	-	OX387717.1	78174148	78128429	78140557	10680	12130	60	10680
ERR10115637.270061	18000	4855	18000	-	OX387715.1	122962308	122904478	122916799	10678	13154	0	10678
ERR10115637.1489656	11883	20	11875	-	OX387716.1	110195567	20688	32541	10661	11857	60	10661
ERR10115637.609946	12746	8	12741	+	OX387715.1	122962308	122939823	122952571	10658	12748	21	10658
ERR10115637.1875886	10677	9	10671	+	OX387719.1	33329425	33290835	33301497	10648	10662	60	10648
ERR10115637.627520	11803	2	11797	-	OX387717.1	78174148	41738	53179	10644	11828	2	10644
ERR10115637.374139	11791	1	11788	+	OX387719.1	33329425	1692	13273	10641	11807	0	10641
ERR10115637.207109	11348	6	11343	-	OX387716.1	110195567	44948	56281	10635	11339	60	10635
ERR10115637.612491	11380	3	11372	+	OX387716.1	110195567	110174980	110186358	10632	11381	9	10632
ERR10115637.673192	12170	4	12165	-	OX387715.1	122962308	122931682	122943842	10627	12166	11	10627
ERR10115637.1745722	10750	3	10745	-	OX387719.1	33329425	47011	57744	10626	10745	60	10626
ERR10115637.578387	12886	4	12879	+	OX387718.1	34891842	34841931	34854815	10623	12909	60	10623
ERR10115637.1238709	10935	0	10928	-	OX387715.1	122962308	41759	52679	10613	10929	8	10613
ERR10115637.1521538	11841	30	11833	+	OX387716.1	110195567	32469	44285	10611	11833	60	10611
ERR10115637.1367922	10990	66	10985	-	OX387719.1	33329425	33299014	33309932	10608	10923	60	10608
ERR10115637.371922	11471	5	11466	+	OX387716.1	110195567	32469	43938	10603	11473	60	10603
ERR10115637.496813	12302	1	12296	+	OX387716.1	110195567	110156634	110171724	10603	15336	0	10603
ERR10115637.1555625	12798	98	12790	+	OX387716.1	110195567	15857	28549	10601	12702	49	10601
ERR10115637.1530860	11923	35	11914	-	OX387719.1	33329425	25356	37236	10584	11881	34	10584
ERR10115637.853308	12291	3	12284	+	OX387717.1	78174148	78131108	78143386	10573	12285	60	10573
ERR10115637.924053	11531	2	11527	+	OX387715.1	122962308	122921216	122932697	10569	11539	21	10569
ERR10115637.1260079	10577	3	10575	-	OX387717.1	78174148	78124539	78135112	10566	10573	60	10566
ERR10115637.1250556	11022	7	11014	-	OX387719.1	33329425	33287017	33298020	10564	11007	60	10564
ERR10115637.262454	10763	10	10762	+	OX387716.1	110195567	110151719	110162472	10561	10756	0	10561
ERR10115637.1846550	10650	0	10643	-	OX387716.1	110195567	41935	52573	10558	10643	60	10558
ERR10115637.50076	11570	8	11566	-	OX387716.1	110195567	110157522	110171865	10538	14548	0	10538
ERR10115637.665645	10889	3	10889	-	OX387716.1	110195567	33855	44730	10530	10887	60	10530
ERR10115637.658993	11849	5	11828	-	OX387716.1	110195567	27709	39532	10528	11823	60	10528
ERR10115637.91000	11468	3	11457	-	OX387719.1	33329425	19045	30394	10508	11455	3	10508
ERR10115637.515992	11279	4	11279	-	OX387716.1	110195567	45298	56573	10503	11275	60	10503
ERR10115637.1712365	12049	203	12043	-	OX387715.1	122962308	46931	58770	10491	11844	32	10491
ERR10115637.1672118	11456	1	11449	-	OX387715.1	122962308	20054	31503	10491	11452	22	10491
ERR10115637.587025	11061	7	11052	+	OX387719.1	33329425	33288013	33299044	10485	11063	60	10485
ERR10115637.1176327	10956	1	10949	+	OX387715.1	122962308	122914937	122925875	10462	10948	19	10462
ERR10115637.1887499	11573	9	11573	+	OX387717.1	78174148	78140810	78152399	10461	11624	60	10461
ERR10115637.594905	11079	8	11078	+	OX387718.1	34891842	34848522	34859591	10441	11070	60	10441
ERR10115637.1406140	26367	13241	26362	-	OX387715.1	122962308	122904545	122916799	10440	13133	0	10440
ERR10115637.309749	10816	1	10809	-	OX387717.1	78174148	23643	34469	10438	10828	60	10438
ERR10115637.892668	11864	9	11856	-	OX387715.1	122962308	24780	36625	10436	11881	18	10436
ERR10115637.1405000	11692	0	11686	-	OX387717.1	78174148	78161346	78172967	10425	11696	18	10425
ERR10115637.454028	10721	1	10710	-	OX387715.1	122962308	35174	45878	10419	10711	2	10419
ERR10115637.892620	11183	4	11181	-	OX387716.1	110195567	45320	56497	10411	11177	60	10411
ERR10115637.1618040	11655	2	11650	-	OX387716.1	110195567	110155053	110169499	10405	14666	0	10405
ERR10115637.1695494	13500	1417	13491	+	OX387716.1	110195567	19	12093	10402	12076	5	10402
ERR10115637.1493758	12002	9	12000	-	OX387715.1	122962308	122934550	122946532	10393	12006	14	10393
ERR10115637.908598	11410	91	11409	+	OX387717.1	78174148	14930	26244	10389	11327	24	10389
ERR10115637.603411	12767	4	12760	-	OX387719.1	33329425	33300716	33313357	10380	12770	60	10380
ERR10115637.1884438	11824	28	11813	-	OX387718.1	34891842	34836169	34847944	10376	11790	60	10376
