query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	.	..	...	....	.....
ERR10439742.58199	7400	169	1028	-	OX578059.1	142895829	607	1467	45	860	0	tp:A:P	cm:i:3	s1:i:45	s2:i:0	dv:f:0.0452
ERR10439742.58494	5238	346	402	-	OX578059.1	142895829	95938	95994	43	56	2	tp:A:P	cm:i:4	s1:i:43	s2:i:0	dv:f:0.0267
ERR10439742.58777	10602	188	9909	-	OX578059.1	142895829	61794	71726	265	9932	1	tp:A:P	cm:i:18	s1:i:236	s2:i:167	dv:f:0.0633
ERR10439742.58932	5809	7	5805	-	OX578063.1	29784559	70856	76654	5498	5798	60	tp:A:P	cm:i:954	s1:i:5498	s2:i:618	dv:f:0.0001
ERR10439742.59198	9307	4	9299	+	OX578061.1	39856278	39764574	39773869	9264	9295	0	tp:A:P	cm:i:1749	s1:i:9264	s2:i:9245	dv:f:0.0001
ERR10439742.59206	5890	5364	5536	+	OX578059.1	142895829	142822905	142823077	48	172	0	tp:A:P	cm:i:6	s1:i:48	s2:i:0	dv:f:0.0267
ERR10439742.59207	6444	2	6438	-	OX578059.1	142895829	142882820	142889255	4656	6436	0	tp:A:P	cm:i:811	s1:i:4656	s2:i:4643	dv:f:0.0005
ERR10439742.59213	8423	475	7030	-	OX578059.1	142895829	65170	71726	165	6557	0	tp:A:P	cm:i:11	s1:i:165	s2:i:151	dv:f:0.1017
ERR10439742.59223	10056	9	10051	+	OX578063.1	29784559	29713607	29723589	9550	10051	60	tp:A:P	cm:i:1648	s1:i:9543	s2:i:116	dv:f:0.0020
ERR10439742.59273	5308	4	5299	+	OX578062.1	39551669	84260	89556	5219	5298	60	tp:A:P	cm:i:980	s1:i:5217	s2:i:0	dv:f:0.0001
ERR10439742.59411	12616	2	2818	-	OX578060.1	91870870	96280	99142	2045	2913	2	tp:A:P	cm:i:337	s1:i:2020	s2:i:2001	dv:f:0.0104
ERR10439742.59423	6024	34	5963	-	OX578063.1	29784559	29778606	29784537	582	5931	0	tp:A:P	cm:i:55	s1:i:582	s2:i:561	dv:f:0.0434
ERR10439742.59929	19364	133	19236	+	OX578059.1	142895829	74990	94094	1346	19105	25	tp:A:P	cm:i:121	s1:i:1346	s2:i:381	dv:f:0.0043
ERR10439742.59996	13813	2	13812	-	OX578061.1	39856278	39750385	39764160	12114	13816	15	tp:A:P	cm:i:2087	s1:i:12109	s2:i:11495	dv:f:0.0019
ERR10439742.60008	11975	182	11857	+	OX578059.1	142895829	7149	19457	719	12308	6	tp:A:P	cm:i:60	s1:i:639	s2:i:305	dv:f:0.0053
ERR10439742.60484	19831	21	19831	+	OX578060.1	91870870	51400	71154	14979	19857	60	tp:A:P	cm:i:2348	s1:i:14961	s2:i:7612	dv:f:0.0041
ERR10439742.60925	9471	6	9082	-	OX578059.1	142895829	19385	28883	461	9709	1	tp:A:P	cm:i:37	s1:i:352	s2:i:285	dv:f:0.0212
ERR10439742.61034	6836	491	6833	+	OX578063.1	29784559	34370	42370	4240	8217	0	tp:A:P	cm:i:740	s1:i:3981	s2:i:3977	dv:f:0.0015
ERR10439742.61240	7778	0	7770	+	OX578063.1	29784559	29732385	29740156	7770	7771	60	tp:A:P	cm:i:1457	s1:i:7770	s2:i:95	dv:f:0.0001
ERR10439742.61729	8548	6835	8497	-	OX578061.1	39856278	39842153	39843813	63	1666	8	tp:A:P	cm:i:6	s1:i:60	s2:i:44	dv:f:0.1244
ERR10439742.61803	9567	373	2426	-	OX578063.1	29784559	29781350	29783403	151	2054	0	tp:A:P	cm:i:14	s1:i:151	s2:i:151	dv:f:0.0235
ERR10439742.61803	9567	373	6012	-	OX578063.1	29784559	29772698	29777493	254	5641	1	tp:A:P	cm:i:23	s1:i:148	s2:i:124	dv:f:0.0619
ERR10439742.61803	9567	8294	8367	+	OX578059.1	142895829	76506	76579	48	73	0	tp:A:P	cm:i:6	s1:i:48	s2:i:0	dv:f:0.0190
ERR10439742.61803	9567	8945	9187	-	OX578063.1	29784559	29779862	29780104	46	242	0	tp:A:P	cm:i:4	s1:i:46	s2:i:46	dv:f:0.0267
ERR10439742.61803	9567	8352	9187	+	OX578059.1	142895829	89648	90483	46	835	0	tp:A:P	cm:i:4	s1:i:46	s2:i:0	dv:f:0.0366
ERR10439742.62003	13549	65	9052	+	OX578061.1	39856278	39837265	39849159	4419	11934	24	tp:A:P	cm:i:654	s1:i:4049	s2:i:3550	dv:f:0.0033
ERR10439742.62003	13549	12700	13514	-	OX578061.1	39856278	39828841	39829778	71	937	10	tp:A:P	cm:i:8	s1:i:51	s2:i:0	dv:f:0.0318
ERR10439742.62156	15556	450	15551	-	OX578062.1	39551669	39505377	39520500	3288	15664	28	tp:A:P	cm:i:539	s1:i:3140	s2:i:2354	dv:f:0.0053
ERR10439742.62156	15556	383	465	+	OX578061.1	39856278	36289	36371	46	82	0	tp:A:P	cm:i:6	s1:i:46	s2:i:46	dv:f:0.0190
ERR10439742.62194	7728	361	7723	+	OX578062.1	39551669	39467207	39474452	6420	7365	0	tp:A:P	cm:i:1099	s1:i:6397	s2:i:6369	dv:f:0.0031
ERR10439742.62518	9324	36	9320	-	OX578059.1	142895829	142844703	142853987	4301	9284	56	tp:A:P	cm:i:706	s1:i:4301	s2:i:2541	dv:f:0.0002
ERR10439742.62761	7728	1687	7615	-	OX578063.1	29784559	29777973	29783904	570	5934	1	tp:A:P	cm:i:53	s1:i:569	s2:i:554	dv:f:0.0263
ERR10439742.62763	7283	69	7075	+	OX578063.1	29784559	29777551	29784537	624	7008	0	tp:A:P	cm:i:59	s1:i:618	s2:i:611	dv:f:0.0560
ERR10439742.62763	7283	6848	7281	+	OX578063.1	29784559	29779034	29779465	51	433	0	tp:A:P	cm:i:4	s1:i:42	s2:i:0	dv:f:0.0652
ERR10439742.62778	9770	4442	9764	+	OX578060.1	91870870	75	5397	549	5323	0	tp:A:P	cm:i:79	s1:i:549	s2:i:491	dv:f:0.0056
ERR10439742.62778	9770	209	9118	+	OX578060.1	91870870	75	9190	543	9123	8	tp:A:P	cm:i:76	s1:i:513	s2:i:346	dv:f:0.0352
ERR10439742.62778	9770	1	232	+	OX578060.1	91870870	4736	4966	41	231	0	tp:A:P	cm:i:7	s1:i:41	s2:i:0	dv:f:0.0297
ERR10439742.62837	18517	12952	13572	-	OX578059.1	142895829	142822471	142823091	111	620	0	tp:A:P	cm:i:12	s1:i:111	s2:i:111	dv:f:0.0302
ERR10439742.62837	18517	6568	7696	-	OX578059.1	142895829	142821599	142822727	106	1128	0	tp:A:P	cm:i:12	s1:i:106	s2:i:106	dv:f:0.0102
ERR10439742.62837	18517	16536	17366	-	OX578059.1	142895829	142822471	142823091	122	831	0	tp:A:P	cm:i:14	s1:i:93	s2:i:93	dv:f:0.0267
ERR10439742.62837	18517	9520	13215	-	OX578059.1	142895829	142819663	142822938	149	3696	0	tp:A:P	cm:i:19	s1:i:91	s2:i:90	dv:f:0.0695
ERR10439742.62837	18517	9240	9764	-	OX578059.1	142895829	142822061	142822585	53	524	0	tp:A:P	cm:i:7	s1:i:53	s2:i:53	dv:f:0.0574
ERR10439742.62837	18517	9029	9553	-	OX578059.1	142895829	142822061	142822585	53	524	4	tp:A:P	cm:i:7	s1:i:53	s2:i:0	dv:f:0.0536
ERR10439742.62837	18517	8398	8512	-	OX578059.1	142895829	142822471	142822585	48	114	2	tp:A:P	cm:i:5	s1:i:48	s2:i:0	dv:f:0.0222
ERR10439742.62837	18517	5360	6430	+	OX578059.1	142895829	53565	54635	45	1070	0	tp:A:P	cm:i:3	s1:i:45	s2:i:45	dv:f:0.0976
ERR10439742.62916	5941	337	4793	-	OX578059.1	142895829	98970	103424	90	4460	0	tp:A:P	cm:i:6	s1:i:87	s2:i:87	dv:f:0.1404
ERR10439742.62961	8456	1	8453	-	OX578062.1	39551669	39479771	39488229	6444	8458	0	tp:A:P	cm:i:1119	s1:i:6443	s2:i:6441	dv:f:0.0019
ERR10439742.63279	6789	5	6780	-	OX578060.1	91870870	91813563	91820332	6710	6775	4	tp:A:P	cm:i:1252	s1:i:6708	s2:i:6614	dv:f:0.0001
ERR10439742.63407	14051	8	8126	-	OX578060.1	91870870	91772444	91777921	4906	8297	15	tp:A:P	cm:i:828	s1:i:4532	s2:i:4102	dv:f:0.0086
ERR10439742.63429	7393	34	6799	-	OX578059.1	142895829	49556	56323	235	6767	0	tp:A:P	cm:i:16	s1:i:235	s2:i:212	dv:f:0.0508
ERR10439742.63466	3180	57	3035	+	OX578060.1	91870870	1124	4103	254	2979	1	tp:A:P	cm:i:37	s1:i:254	s2:i:231	dv:f:0.0158
ERR10439742.63611	11092	5	11083	+	OX578059.1	142895829	142871574	142882649	9103	11078	0	tp:A:P	cm:i:1636	s1:i:9102	s2:i:9075	dv:f:0.0001
ERR10439742.64077	8035	6228	8026	+	OX578062.1	39551669	39503816	39505614	1556	1798	13	tp:A:P	cm:i:280	s1:i:1556	s2:i:1225	dv:f:0.0005
ERR10439742.64535	12194	4642	12189	-	OX578061.1	39856278	39847052	39854718	4014	8355	8	tp:A:P	cm:i:661	s1:i:3812	s2:i:3516	dv:f:0.0068
ERR10439742.64535	12194	2319	5910	+	OX578061.1	39856278	39852229	39854718	470	3769	9	tp:A:P	cm:i:47	s1:i:261	s2:i:228	dv:f:0.0621
ERR10439742.64535	12194	559	3314	+	OX578061.1	39856278	39839571	39842181	265	2939	7	tp:A:P	cm:i:29	s1:i:186	s2:i:167	dv:f:0.0452
ERR10439742.64687	13041	25	12706	-	OX578063.1	29784559	29771854	29784537	1029	12683	0	tp:A:P	cm:i:98	s1:i:1029	s2:i:1008	dv:f:0.0561
ERR10439742.64710	16678	8956	16671	+	OX578060.1	91870870	58855	67643	5586	8802	13	tp:A:P	cm:i:820	s1:i:5441	s2:i:5035	dv:f:0.0189
ERR10439742.64985	9500	89	9489	+	OX578060.1	91870870	91858153	91867552	3872	9400	60	tp:A:P	cm:i:549	s1:i:3872	s2:i:1996	dv:f:0.0002
ERR10439742.65376	12482	144	12452	-	OX578063.1	29784559	29771854	29784326	1056	12519	0	tp:A:P	cm:i:98	s1:i:1015	s2:i:1011	dv:f:0.0590
ERR10439742.65528	8724	6	8724	-	OX578063.1	29784559	29741523	29750235	8497	8718	60	tp:A:P	cm:i:1568	s1:i:8495	s2:i:0	dv:f:0.0000
ERR10439742.65880	22403	402	21926	+	OX578059.1	142895829	16221	36700	565	21960	0	tp:A:P	cm:i:39	s1:i:317	s2:i:298	dv:f:0.0722
ERR10439742.65951	9585	5083	5742	-	OX578061.1	39856278	2798	3446	45	663	0	tp:A:P	cm:i:3	s1:i:41	s2:i:0	dv:f:0.1664
ERR10439742.65961	6836	375	1969	-	OX578059.1	142895829	142821133	142822727	106	1594	0	tp:A:P	cm:i:11	s1:i:106	s2:i:106	dv:f:0.0286
ERR10439742.66240	6033	568	5436	+	OX578060.1	91870870	15493	20361	270	4868	4	tp:A:P	cm:i:22	s1:i:270	s2:i:150	dv:f:0.0058
ERR10439742.66343	6176	9	6168	+	OX578063.1	29784559	71335	77496	5855	6161	60	tp:A:P	cm:i:1026	s1:i:5855	s2:i:291	dv:f:0.0001
ERR10439742.66538	7343	6	7337	-	OX578062.1	39551669	39496959	39503668	6011	7332	0	tp:A:P	cm:i:1021	s1:i:5936	s2:i:5935	dv:f:0.0079
ERR10439742.66557	12042	137	1636	+	OX578063.1	29784559	29780294	29781793	83	1500	0	tp:A:P	cm:i:8	s1:i:83	s2:i:83	dv:f:0.0731
ERR10439742.66586	14703	9	9042	-	OX578063.1	29784559	33555	42411	6165	9143	0	tp:A:P	cm:i:1072	s1:i:6107	s2:i:6006	dv:f:0.0007
ERR10439742.66586	14703	10338	11874	-	OX578063.1	29784559	34052	35911	198	1859	1	tp:A:P	cm:i:22	s1:i:156	s2:i:144	dv:f:0.0341
ERR10439742.66586	14703	11171	14594	-	OX578063.1	29784559	32079	35615	193	3751	7	tp:A:P	cm:i:20	s1:i:117	s2:i:106	dv:f:0.0605
ERR10439742.66586	14703	7620	11403	-	OX578063.1	29784559	23554	27015	135	3784	8	tp:A:P	cm:i:13	s1:i:92	s2:i:80	dv:f:0.0821
ERR10439742.66592	4996	3	2047	+	OX578061.1	39856278	95815	97861	1283	2046	20	tp:A:P	cm:i:194	s1:i:1283	s2:i:979	dv:f:0.0043
ERR10439742.66599	8646	3550	7574	+	OX578059.1	142895829	53143	57167	175	4024	0	tp:A:P	cm:i:12	s1:i:175	s2:i:175	dv:f:0.0366
ERR10439742.66622	7053	4	7050	-	OX578061.1	39856278	39847263	39854311	5209	7048	27	tp:A:P	cm:i:866	s1:i:5209	s2:i:4572	dv:f:0.0002
ERR10439742.66761	5107	6	5100	+	OX578063.1	29784559	55713	60806	3215	5095	4	tp:A:P	cm:i:540	s1:i:3215	s2:i:3139	dv:f:0.0010
ERR10439742.67235	12663	131	12625	+	OX578061.1	39856278	37316	49762	11248	12508	3	tp:A:P	cm:i:2001	s1:i:11237	s2:i:10986	dv:f:0.0012
ERR10439742.67413	6244	473	5760	-	OX578059.1	142895829	49978	55268	210	5290	0	tp:A:P	cm:i:14	s1:i:210	s2:i:210	dv:f:0.0452
ERR10439742.67593	10639	9	10632	-	OX578063.1	29784559	29683361	29693993	10192	10695	60	tp:A:P	cm:i:1824	s1:i:10161	s2:i:168	dv:f:0.0013
ERR10439742.67779	12836	7	12835	-	OX578061.1	39856278	39782466	39795293	10780	12828	60	tp:A:P	cm:i:1911	s1:i:10780	s2:i:4637	dv:f:0.0001
ERR10439742.67980	6076	172	5249	-	OX578059.1	142895829	46180	51259	150	5079	0	tp:A:P	cm:i:10	s1:i:150	s2:i:136	dv:f:0.0819
ERR10439742.68000	12573	6	7261	-	OX578059.1	142895829	142862328	142869571	7169	7258	30	tp:A:P	cm:i:1315	s1:i:7168	s2:i:6552	dv:f:0.0015
ERR10439742.68561	5852	0	5846	+	OX578060.1	91870870	91778483	91783504	4987	5846	1	tp:A:P	cm:i:915	s1:i:4884	s2:i:4855	dv:f:0.0067
ERR10439742.68657	11337	7	11335	-	OX578062.1	39551669	39463606	39474933	10276	11329	10	tp:A:P	cm:i:1817	s1:i:10276	s2:i:9930	dv:f:0.0001
ERR10439742.69227	13001	245	12928	-	OX578063.1	29784559	29771854	29784537	1050	12700	0	tp:A:P	cm:i:100	s1:i:1044	s2:i:1027	dv:f:0.0567
ERR10439742.69227	13001	34	266	-	OX578063.1	29784559	29781772	29782004	42	232	0	tp:A:P	cm:i:4	s1:i:42	s2:i:42	dv:f:0.0756
ERR10439742.69234	13618	183	12017	-	OX578059.1	142895829	57152	68561	340	11834	0	tp:A:P	cm:i:23	s1:i:281	s2:i:275	dv:f:0.0565
ERR10439742.69453	7954	2215	4276	-	OX578061.1	39856278	27038	28996	129	2065	1	tp:A:P	cm:i:13	s1:i:113	s2:i:103	dv:f:0.0583
ERR10439742.69453	7954	4030	7277	-	OX578063.1	29784559	31988	34809	168	3248	0	tp:A:P	cm:i:20	s1:i:104	s2:i:98	dv:f:0.0554
ERR10439742.69453	7954	7358	7737	-	OX578061.1	39856278	15404	15782	48	379	0	tp:A:P	cm:i:8	s1:i:48	s2:i:0	dv:f:0.0526
ERR10439742.69841	10035	1	9964	+	OX578059.1	142895829	142823490	142833465	5110	9975	0	tp:A:P	cm:i:834	s1:i:5108	s2:i:5108	dv:f:0.0020
ERR10439742.69962	3935	279	3839	-	OX578060.1	91870870	91857738	91861298	1978	3566	53	tp:A:P	cm:i:282	s1:i:1975	s2:i:1224	dv:f:0.0019
ERR10439742.69962	3935	7	269	-	OX578060.1	91870870	65837	66099	262	262	0	tp:A:P	cm:i:45	s1:i:262	s2:i:262	dv:f:0.0015
ERR10439742.70161	8482	175	8422	-	OX578063.1	29784559	29776285	29784537	756	8253	0	tp:A:P	cm:i:72	s1:i:756	s2:i:735	dv:f:0.0230
ERR10439742.71172	6381	165	2379	-	OX578059.1	142895829	9681	11895	166	2214	0	tp:A:P	cm:i:14	s1:i:166	s2:i:160	dv:f:0.0089
ERR10439742.71172	6381	465	5544	-	OX578059.1	142895829	7782	13072	193	5290	1	tp:A:P	cm:i:16	s1:i:165	s2:i:135	dv:f:0.0366
ERR10439742.71309	17910	17447	17689	+	OX578063.1	29784559	29775431	29775673	52	242	0	tp:A:P	cm:i:5	s1:i:52	s2:i:52	dv:f:0.0452
ERR10439742.71309	17910	15547	15789	+	OX578063.1	29784559	29784295	29784537	52	242	0	tp:A:P	cm:i:5	s1:i:52	s2:i:52	dv:f:0.0452
ERR10439742.71309	17910	577	1020	+	OX578063.1	29784559	29773120	29773563	52	443	0	tp:A:P	cm:i:5	s1:i:52	s2:i:52	dv:f:0.0222
ERR10439742.71309	17910	15101	17016	-	OX578059.1	142895829	89226	91140	51	1915	0	tp:A:P	cm:i:4	s1:i:51	s2:i:46	dv:f:0.0756
ERR10439742.71309	17910	17001	17478	-	OX578059.1	142895829	90452	90929	46	477	0	tp:A:P	cm:i:4	s1:i:46	s2:i:0	dv:f:0.0267
ERR10439742.71309	17910	14492	15116	-	OX578059.1	142895829	89859	90483	46	624	0	tp:A:P	cm:i:4	s1:i:46	s2:i:45	dv:f:0.0267
ERR10439742.71373	8195	0	8117	-	OX578060.1	91870870	91772444	91777909	4777	8303	17	tp:A:P	cm:i:786	s1:i:4401	s2:i:3977	dv:f:0.0112
ERR10439742.71429	11637	1904	2160	+	OX578059.1	142895829	142822471	142822727	81	256	0	tp:A:P	cm:i:10	s1:i:81	s2:i:81	dv:f:0.0222
ERR10439742.71429	11637	1621	11173	-	OX578059.1	142895829	35419	44973	60	9554	0	tp:A:P	cm:i:4	s1:i:60	s2:i:53	dv:f:0.2075
ERR10439742.71429	11637	216	330	+	OX578059.1	142895829	142822471	142822585	48	114	0	tp:A:P	cm:i:5	s1:i:48	s2:i:48	dv:f:0.0222
ERR10439742.71582	8067	17	8062	-	OX578060.1	91870870	91795111	91803146	7630	8048	5	tp:A:P	cm:i:1383	s1:i:7626	s2:i:7504	dv:f:0.0005
ERR10439742.71634	6360	3	6354	-	OX578061.1	39856278	39759168	39765519	5792	6351	2	tp:A:P	cm:i:1025	s1:i:5792	s2:i:5735	dv:f:0.0001
ERR10439742.71764	4792	4	474	+	OX578061.1	39856278	14312	14782	168	470	0	tp:A:P	cm:i:14	s1:i:168	s2:i:168	dv:f:0.0046
ERR10439742.71797	10291	335	9843	-	OX578059.1	142895829	21495	30581	513	9508	0	tp:A:P	cm:i:39	s1:i:455	s2:i:426	dv:f:0.0151
ERR10439742.72870	11872	4794	5537	+	OX578059.1	142895829	142821984	142822727	111	743	0	tp:A:P	cm:i:12	s1:i:111	s2:i:111	dv:f:0.0366
ERR10439742.72870	11872	7322	7856	+	OX578059.1	142895829	142822193	142822727	96	534	0	tp:A:P	cm:i:11	s1:i:96	s2:i:96	dv:f:0.0205
ERR10439742.72870	11872	7106	8700	+	OX578059.1	142895829	142821344	142822938	94	1594	5	tp:A:P	cm:i:11	s1:i:94	s2:i:52	dv:f:0.0687
ERR10439742.72870	11872	3593	3754	+	OX578059.1	142895829	142822471	142822632	63	161	0	tp:A:P	cm:i:6	s1:i:63	s2:i:63	dv:f:0.0267
ERR10439742.72870	11872	151	2488	-	OX578060.1	91870870	28153	30491	60	2338	1	tp:A:P	cm:i:4	s1:i:60	s2:i:45	dv:f:0.1047
ERR10439742.72870	11872	2761	2933	+	OX578059.1	142895829	142822905	142823077	48	172	0	tp:A:P	cm:i:6	s1:i:48	s2:i:48	dv:f:0.0190
ERR10439742.73141	10832	144	624	-	OX578061.1	39856278	2638	3126	45	491	1	tp:A:P	cm:i:3	s1:i:41	s2:i:0	dv:f:0.1477
ERR10439742.73204	19972	6	19967	-	OX578059.1	142895829	142846215	142866173	10306	19969	54	tp:A:P	cm:i:1731	s1:i:10304	s2:i:7112	dv:f:0.0008
ERR10439742.73243	2778	9	2776	+	OX578062.1	39551669	74715	77486	2748	2771	60	tp:A:P	cm:i:499	s1:i:2748	s2:i:0	dv:f:0.0007
ERR10439742.73287	4290	8	4286	-	OX578063.1	29784559	29694272	29698552	4255	4281	60	tp:A:P	cm:i:794	s1:i:4254	s2:i:0	dv:f:0.0003
ERR10439742.73424	10769	5	3999	+	OX578061.1	39856278	39832530	39836526	3779	3999	0	tp:A:P	cm:i:653	s1:i:3779	s2:i:3778	dv:f:0.0014
ERR10439742.73424	10769	4701	9262	+	OX578060.1	91870870	86671	91412	781	4742	0	tp:A:P	cm:i:115	s1:i:751	s2:i:738	dv:f:0.0283
ERR10439742.73424	10769	4330	5080	-	OX578060.1	91870870	91861109	91861838	150	750	53	tp:A:P	cm:i:21	s1:i:146	s2:i:56	dv:f:0.0388
ERR10439742.73424	10769	7396	10534	-	OX578061.1	39856278	39821558	39824813	127	3362	7	tp:A:P	cm:i:11	s1:i:80	s2:i:70	dv:f:0.1028
ERR10439742.73514	7566	99	2209	-	OX578061.1	39856278	39852606	39854818	464	2452	6	tp:A:P	cm:i:48	s1:i:370	s2:i:293	dv:f:0.0396
ERR10439742.73514	7566	5659	7552	+	OX578061.1	39856278	12466	14423	296	1957	0	tp:A:P	cm:i:37	s1:i:286	s2:i:279	dv:f:0.0199
ERR10439742.73655	4847	873	3554	+	OX578061.1	39856278	39853040	39854960	554	2698	3	tp:A:P	cm:i:57	s1:i:444	s2:i:401	dv:f:0.0625
ERR10439742.73655	4847	2016	4288	-	OX578063.1	29784559	1707	4163	162	2528	5	tp:A:P	cm:i:13	s1:i:108	s2:i:72	dv:f:0.1337
ERR10439742.73655	4847	102	275	+	OX578061.1	39856278	39840624	39840797	76	173	0	tp:A:P	cm:i:8	s1:i:76	s2:i:76	dv:f:0.0148
ERR10439742.73655	4847	102	1163	+	OX578061.1	39856278	39852606	39853725	70	1119	4	tp:A:P	cm:i:6	s1:i:61	s2:i:0	dv:f:0.1257
ERR10439742.73711	10308	135	10275	+	OX578059.1	142895829	36052	46406	300	10354	0	tp:A:P	cm:i:20	s1:i:271	s2:i:256	dv:f:0.0685
ERR10439742.74157	7744	4973	7140	-	OX578060.1	91870870	17183	19349	130	2167	0	tp:A:P	cm:i:12	s1:i:130	s2:i:110	dv:f:0.0478
ERR10439742.74157	7744	2277	5008	-	OX578059.1	142895829	88231	90962	69	2731	0	tp:A:P	cm:i:9	s1:i:69	s2:i:49	dv:f:0.0133
ERR10439742.74164	13536	10787	13457	+	OX578059.1	142895829	142821984	142824866	1067	2882	0	tp:A:P	cm:i:159	s1:i:1038	s2:i:1038	dv:f:0.0060
ERR10439742.74462	13481	330	10488	-	OX578059.1	142895829	32887	43255	375	10369	0	tp:A:P	cm:i:29	s1:i:346	s2:i:312	dv:f:0.0344
ERR10439742.74462	13481	10262	13020	-	OX578059.1	142895829	25503	28260	99	2758	1	tp:A:P	cm:i:7	s1:i:99	s2:i:75	dv:f:0.0536
ERR10439742.74836	9189	682	4300	-	OX578063.1	29784559	29780706	29784326	297	3620	0	tp:A:P	cm:i:28	s1:i:297	s2:i:297	dv:f:0.0068
ERR10439742.74836	9189	6817	8731	-	OX578063.1	29784559	29781762	29783677	113	1915	0	tp:A:P	cm:i:10	s1:i:113	s2:i:113	dv:f:0.0267
ERR10439742.74836	9189	300	1135	+	OX578059.1	142895829	89648	90483	46	835	0	tp:A:P	cm:i:4	s1:i:46	s2:i:0	dv:f:0.0593
ERR10439742.74911	17249	122	16893	+	OX578059.1	142895829	62849	82357	918	19514	2	tp:A:P	cm:i:75	s1:i:584	s2:i:386	dv:f:0.0183
ERR10439742.75003	16223	3931	16103	+	OX578061.1	39856278	39824251	39840782	2805	16834	60	tp:A:P	cm:i:352	s1:i:2178	s2:i:661	dv:f:0.0778
ERR10439742.75003	16223	2544	5257	-	OX578063.1	29784559	13914	16520	480	2718	60	tp:A:P	cm:i:67	s1:i:449	s2:i:54	dv:f:0.0479
ERR10439742.75003	16223	770	3957	+	OX578061.1	39856278	39818724	39822123	86	3399	8	tp:A:P	cm:i:7	s1:i:55	s2:i:43	dv:f:0.1415
ERR10439742.75400	10754	57	9567	-	OX578059.1	142895829	36263	45773	316	9510	0	tp:A:P	cm:i:22	s1:i:316	s2:i:257	dv:f:0.0452
ERR10439742.75421	6226	67	6217	-	OX578060.1	91870870	77908	84040	3790	6156	13	tp:A:P	cm:i:546	s1:i:3787	s2:i:3499	dv:f:0.0049
ERR10439742.75669	6730	3373	6396	+	OX578061.1	39856278	13467	16473	907	3028	1	tp:A:P	cm:i:138	s1:i:902	s2:i:874	dv:f:0.0150
ERR10439742.75669	6730	677	5330	+	OX578060.1	91870870	44822	49473	404	4656	8	tp:A:P	cm:i:58	s1:i:401	s2:i:321	dv:f:0.0744
ERR10439742.75786	6055	235	6051	-	OX578060.1	91870870	91798610	91804423	4552	5817	6	tp:A:P	cm:i:796	s1:i:4552	s2:i:4427	dv:f:0.0007
ERR10439742.76070	10399	8	10397	+	OX578063.1	29784559	76668	87070	9307	10405	60	tp:A:P	cm:i:1652	s1:i:9307	s2:i:532	dv:f:0.0007
ERR10439742.76233	5554	3824	5295	+	OX578061.1	39856278	65011	66561	1343	1550	0	tp:A:P	cm:i:224	s1:i:1331	s2:i:1331	dv:f:0.0023
ERR10439742.76340	5493	7	5487	+	OX578061.1	39856278	39756370	39761849	4414	5480	1	tp:A:P	cm:i:737	s1:i:4414	s2:i:4379	dv:f:0.0005
ERR10439742.76541	11372	7	7188	-	OX578061.1	39856278	39792857	39800038	5747	7181	2	tp:A:P	cm:i:1032	s1:i:5747	s2:i:5668	dv:f:0.0004
ERR10439742.76793	7479	41	7474	-	OX578063.1	29784559	43207	50663	6505	7456	0	tp:A:P	cm:i:1154	s1:i:6502	s2:i:6501	dv:f:0.0016
ERR10439742.76864	17790	12820	17695	+	OX578063.1	29784559	29772698	29777150	187	4875	0	tp:A:P	cm:i:17	s1:i:132	s2:i:130	dv:f:0.0628
ERR10439742.76864	17790	10849	11383	+	OX578059.1	142895829	142822193	142822727	96	534	1	tp:A:P	cm:i:11	s1:i:96	s2:i:78	dv:f:0.0205
ERR10439742.76864	17790	8532	12379	-	OX578059.1	142895829	51244	55096	90	3852	0	tp:A:P	cm:i:6	s1:i:89	s2:i:48	dv:f:0.1423
ERR10439742.76864	17790	12404	12648	+	OX578059.1	142895829	142822694	142822938	66	244	0	tp:A:P	cm:i:10	s1:i:66	s2:i:66	dv:f:0.0267
ERR10439742.76868	18159	12380	17565	-	OX578061.1	39856278	3898	9260	373	5609	15	tp:A:P	cm:i:36	s1:i:269	s2:i:222	dv:f:0.0460
ERR10439742.76868	18159	17007	17981	-	OX578063.1	29784559	10127	11142	89	1038	10	tp:A:P	cm:i:9	s1:i:75	s2:i:60	dv:f:0.0242
ERR10439742.76983	15005	3	15001	-	OX578059.1	142895829	142873305	142888323	11405	15024	0	tp:A:P	cm:i:1998	s1:i:11405	s2:i:11363	dv:f:0.0017
ERR10439742.77053	11224	3727	4374	+	OX578059.1	142895829	142821984	142822632	78	648	0	tp:A:P	cm:i:7	s1:i:78	s2:i:78	dv:f:0.0235
ERR10439742.77053	11224	89	251	+	OX578059.1	142895829	142822565	142822727	53	162	0	tp:A:P	cm:i:7	s1:i:53	s2:i:53	dv:f:0.0166
ERR10439742.77053	11224	218	390	+	OX578059.1	142895829	142822905	142823077	50	172	0	tp:A:P	cm:i:7	s1:i:50	s2:i:50	dv:f:0.0235
ERR10439742.77098	20620	16	20618	-	OX578060.1	91870870	60263	90765	11726	30581	43	tp:A:P	cm:i:1798	s1:i:10505	s2:i:8094	dv:f:0.0036
ERR10439742.77443	11510	297	8537	-	OX578059.1	142895829	4828	13072	431	8244	4	tp:A:P	cm:i:36	s1:i:430	s2:i:279	dv:f:0.0255
