query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	.	..	...	....	.....
SRR29535114.414950	29146	20062	20255	-	LF10_chr1	50495432	50483289	50483482	149	195	60	tp:A:P	cm:i:16	s1:i:148	s2:i:100	dv:f:0.0147
SRR29535114.415282	419	194	287	+	LF10_chr1	50495432	12303	12396	93	93	0	tp:A:P	cm:i:8	s1:i:93	s2:i:93	dv:f:0.0155
SRR29535114.415575	782	32	549	-	LF10_chr8	39140677	39109396	39109917	397	524	60	tp:A:P	cm:i:36	s1:i:386	s2:i:0	dv:f:0.0056
SRR29535114.415760	37758	26583	26731	-	LF10_chr1	50495432	7137	7285	102	148	60	tp:A:P	cm:i:9	s1:i:106	s2:i:0	dv:f:0.0105
SRR29535114.415821	13086	1021	11543	-	LF10_chr8	39140677	20409	29744	2877	10619	15	tp:A:P	cm:i:188	s1:i:2588	s2:i:2242	dv:f:0.0454
SRR29535114.415821	13086	9426	12829	-	LF10_chr8	39140677	26568	30295	1030	3781	40	tp:A:P	cm:i:67	s1:i:938	s2:i:561	dv:f:0.0444
SRR29535114.415821	13086	113	2179	-	LF10_chr8	39140677	20407	22484	532	2259	27	tp:A:P	cm:i:30	s1:i:471	s2:i:325	dv:f:0.0531
SRR29535114.415846	2700	1608	1765	-	LF10_chr1	50495432	50483317	50483482	93	165	25	tp:A:P	cm:i:6	s1:i:94	s2:i:72	dv:f:0.0287
SRR29535114.416025	7451	6637	6781	-	LF10_chr1	50495432	7137	7285	81	148	60	tp:A:P	cm:i:7	s1:i:85	s2:i:0	dv:f:0.0203
SRR29535114.416056	767	62	126	+	LF10_chr4	46604272	46578910	46578973	63	64	30	tp:A:P	cm:i:5	s1:i:63	s2:i:0	dv:f:0.0118
SRR29535114.416136	1864	1238	1384	-	LF10_chr1	50495432	7138	7285	100	147	60	tp:A:P	cm:i:9	s1:i:103	s2:i:0	dv:f:0.0110
SRR29535114.416150	1238	682	829	-	LF10_chr1	50495432	7137	7285	100	149	60	tp:A:P	cm:i:9	s1:i:101	s2:i:0	dv:f:0.0106
SRR29535114.416271	673	355	659	-	LF10_chr2	50269664	50262166	50262478	252	312	60	tp:A:P	cm:i:13	s1:i:242	s2:i:0	dv:f:0.0131
SRR29535114.416329	3146	2903	2991	-	LF10_chr1	50495432	7124	7213	88	89	60	tp:A:P	cm:i:8	s1:i:88	s2:i:0	dv:f:0.0085
SRR29535114.416388	667	206	588	+	LF10_chr8	39140677	25680	26065	190	387	0	tp:A:P	cm:i:9	s1:i:180	s2:i:180	dv:f:0.0363
SRR29535114.416511	2280	1076	1171	+	LF10_chr3	45743229	45742084	45742179	87	96	60	tp:A:P	cm:i:7	s1:i:90	s2:i:0	dv:f:0.0097
SRR29535114.416523	3145	2996	3094	+	LF10_chr1	50495432	50483317	50483415	92	98	29	tp:A:P	cm:i:9	s1:i:88	s2:i:70	dv:f:0.0071
SRR29535114.416766	2941	1596	1678	-	LF10_chr3	45743229	45741995	45742077	77	82	51	tp:A:P	cm:i:6	s1:i:79	s2:i:0	dv:f:0.0108
SRR29535114.417289	1259	33	1120	-	LF10_chr3	45743229	45726198	45727286	462	1100	60	tp:A:P	cm:i:29	s1:i:458	s2:i:0	dv:f:0.0218
SRR29535114.417440	789	523	606	-	LF10_chr3	45743229	45741994	45742077	83	83	60	tp:A:P	cm:i:10	s1:i:83	s2:i:0	dv:f:0.0067
SRR29535114.417547	3457	71	3400	+	LF10_chr8	39140677	37808	41172	1602	3381	0	tp:A:P	cm:i:113	s1:i:1597	s2:i:1597	dv:f:0.0240
SRR29535114.417690	1126	41	1068	-	LF10_chr8	39140677	22722	23934	464	1215	0	tp:A:P	cm:i:31	s1:i:450	s2:i:436	dv:f:0.0212
SRR29535114.417814	12970	8647	8855	+	LF10_chr1	50495432	7170	7390	70	220	0	tp:A:P	cm:i:4	s1:i:67	s2:i:66	dv:f:0.0512
SRR29535114.417883	40721	10599	10653	-	LF10_chr5	48825035	48811891	48811945	54	54	0	tp:A:P	cm:i:4	s1:i:54	s2:i:53	dv:f:0.0145
SRR29535114.418124	21630	20386	20504	-	LF10_chr1	50495432	7167	7285	66	119	29	tp:A:P	cm:i:4	s1:i:71	s2:i:0	dv:f:0.0258
SRR29535114.418162	651	291	624	-	LF10_chr8	39140677	21811	22154	120	345	0	tp:A:P	cm:i:6	s1:i:116	s2:i:111	dv:f:0.0507
SRR29535114.418164	665	63	572	+	LF10_chr8	39140677	25906	26602	153	696	0	tp:A:P	cm:i:8	s1:i:136	s2:i:135	dv:f:0.0519
SRR29535114.418954	4828	1874	2045	-	LF10_chr1	50495432	7113	7285	124	173	60	tp:A:P	cm:i:13	s1:i:127	s2:i:0	dv:f:0.0098
SRR29535114.419128	10402	8110	8257	-	LF10_chr1	50495432	7138	7285	101	147	60	tp:A:P	cm:i:9	s1:i:105	s2:i:0	dv:f:0.0108
SRR29535114.419204	1595	205	1348	+	LF10_chr8	39140677	20988	22286	373	1324	0	tp:A:P	cm:i:19	s1:i:326	s2:i:302	dv:f:0.0572
SRR29535114.419208	835	379	479	+	LF10_chr1	50495432	7113	7213	100	100	60	tp:A:P	cm:i:11	s1:i:100	s2:i:0	dv:f:0.0060
SRR29535114.419219	28486	1150	1332	-	LF10_chr1	50495432	50483295	50483482	145	187	49	tp:A:P	cm:i:16	s1:i:139	s2:i:102	dv:f:0.0080
SRR29535114.419271	1353	499	583	+	LF10_chr1	50495432	7113	7197	84	84	60	tp:A:P	cm:i:10	s1:i:84	s2:i:0	dv:f:0.0066
SRR29535114.419429	4081	147	3491	-	LF10_chr8	39140677	21621	25891	1037	4286	7	tp:A:P	cm:i:63	s1:i:885	s2:i:810	dv:f:0.0418
SRR29535114.419441	2425	44	131	+	LF10_chr7	34875448	5006	5094	55	88	0	tp:A:P	cm:i:4	s1:i:59	s2:i:50	dv:f:0.0268
SRR29535114.419607	1482	38	1443	-	LF10_chr6	67806300	67802713	67804147	675	1438	60	tp:A:P	cm:i:50	s1:i:634	s2:i:429	dv:f:0.0268
SRR29535114.419668	7515	4088	4312	-	LF10_chr1	50495432	7137	7361	107	226	60	tp:A:P	cm:i:9	s1:i:103	s2:i:0	dv:f:0.0133
SRR29535114.419848	1825	513	628	+	LF10_chr1	50495432	50483369	50483482	106	115	60	tp:A:P	cm:i:13	s1:i:108	s2:i:56	dv:f:0.0076
SRR29535114.419966	260	34	74	-	LF10_chr1	50495432	7137	7177	40	40	0	tp:A:P	cm:i:3	s1:i:40	s2:i:0	dv:f:0.0191
SRR29535114.420214	1936	692	748	-	LF10_chr4	46604272	46578911	46578967	56	56	18	tp:A:P	cm:i:4	s1:i:56	s2:i:0	dv:f:0.0138
SRR29535114.420378	17178	14029	14175	+	LF10_chr1	50495432	7143	7285	73	146	41	tp:A:P	cm:i:5	s1:i:76	s2:i:0	dv:f:0.0254
SRR29535114.420577	2618	810	954	-	LF10_chr1	50495432	7137	7285	81	148	60	tp:A:P	cm:i:7	s1:i:85	s2:i:0	dv:f:0.0131
SRR29535114.420617	260	34	231	+	LF10_chr6	67806300	27903	28102	168	199	1	tp:A:P	cm:i:16	s1:i:172	s2:i:171	dv:f:0.0063
SRR29535114.420718	1063	683	804	+	LF10_chr1	50495432	7164	7285	75	121	51	tp:A:P	cm:i:6	s1:i:79	s2:i:0	dv:f:0.0152
SRR29535114.420829	6890	329	6760	-	LF10_chr8	39140677	39134681	39140528	3087	6502	60	tp:A:P	cm:i:250	s1:i:2938	s2:i:424	dv:f:0.0167
SRR29535114.421183	2010	515	660	+	LF10_chr1	50495432	7137	7285	81	148	11	tp:A:P	cm:i:4	s1:i:88	s2:i:70	dv:f:0.0373
SRR29535114.421406	1039	28	1027	+	LF10_chr4	46604272	46575060	46576078	711	1021	60	tp:A:P	cm:i:75	s1:i:725	s2:i:0	dv:f:0.0099
SRR29535114.421507	7569	98	4009	+	LF10_chr1	50495432	50491429	50495377	1389	4006	60	tp:A:P	cm:i:109	s1:i:1372	s2:i:185	dv:f:0.0224
SRR29535114.421507	7569	4679	5029	-	LF10_chr1	50495432	216	508	139	382	5	tp:A:P	cm:i:5	s1:i:112	s2:i:98	dv:f:0.0352
SRR29535114.421507	7569	3971	4718	+	LF10_chr3	45743229	45742177	45742909	114	749	2	tp:A:P	cm:i:4	s1:i:110	s2:i:99	dv:f:0.0612
SRR29535114.421507	7569	5547	5913	-	LF10_chr1	50495432	244	627	110	425	7	tp:A:P	cm:i:3	s1:i:84	s2:i:68	dv:f:0.0464
SRR29535114.421507	7569	6722	6907	-	LF10_chr2	50269664	904	1254	98	350	31	tp:A:P	cm:i:4	s1:i:74	s2:i:0	dv:f:0.0247
SRR29535114.421507	7569	5009	5286	-	LF10_chr2	50269664	951	1233	75	282	11	tp:A:P	cm:i:3	s1:i:69	s2:i:46	dv:f:0.0419
SRR29535114.421507	7569	5749	6907	+	LF10_chr4	46604272	46603479	46604227	155	1194	27	tp:A:P	cm:i:4	s1:i:68	s2:i:0	dv:f:0.0671
SRR29535114.421750	1134	201	320	-	LF10_chr1	50495432	7259	7390	64	131	14	tp:A:P	cm:i:4	s1:i:54	s2:i:0	dv:f:0.0286
SRR29535114.422134	8968	7918	8171	-	LF10_chr1	50495432	7137	7390	105	255	58	tp:A:P	cm:i:5	s1:i:107	s2:i:0	dv:f:0.0327
SRR29535114.422347	792	207	778	+	LF10_chr8	39140677	20937	21528	268	591	60	tp:A:P	cm:i:19	s1:i:235	s2:i:99	dv:f:0.0257
SRR29535114.422418	1078	333	481	-	LF10_chr1	50495432	7137	7285	62	148	28	tp:A:P	cm:i:4	s1:i:69	s2:i:0	dv:f:0.0206
SRR29535114.422426	2667	79	2249	+	LF10_chr3	45743229	45711884	45714082	1439	2206	60	tp:A:P	cm:i:139	s1:i:1450	s2:i:0	dv:f:0.0088
SRR29535114.422646	7812	4514	4602	-	LF10_chr1	50495432	7123	7213	79	90	47	tp:A:P	cm:i:5	s1:i:86	s2:i:0	dv:f:0.0220
SRR29535114.422668	38057	8369	8540	-	LF10_chr1	50495432	7113	7285	63	172	38	tp:A:P	cm:i:5	s1:i:73	s2:i:0	dv:f:0.0249
SRR29535114.422877	480	276	440	+	LF10_chr1	50495432	7114	7285	92	171	60	tp:A:P	cm:i:7	s1:i:98	s2:i:0	dv:f:0.0092
SRR29535114.423065	446	362	433	+	LF10_chr1	50495432	7119	7190	71	71	44	tp:A:P	cm:i:6	s1:i:71	s2:i:0	dv:f:0.0105
SRR29535114.423295	32873	17764	17931	+	LF10_chr1	50495432	7114	7285	62	171	37	tp:A:P	cm:i:5	s1:i:71	s2:i:0	dv:f:0.0346
SRR29535114.423334	343	64	321	+	LF10_chr5	48825035	48812337	48812778	60	441	0	tp:A:P	cm:i:3	s1:i:40	s2:i:0	dv:f:0.0724
SRR29535114.423418	19081	41	19063	-	LF10_chr3	45743229	41903	61193	12935	19432	60	tp:A:P	cm:i:1162	s1:i:12749	s2:i:189	dv:f:0.0109
SRR29535114.423580	1443	64	795	+	LF10_chr1	50495432	33140	33884	597	745	60	tp:A:P	cm:i:53	s1:i:583	s2:i:0	dv:f:0.0085
SRR29535114.423655	2418	51	113	-	LF10_chr4	46604272	46578912	46578973	61	62	28	tp:A:P	cm:i:5	s1:i:61	s2:i:0	dv:f:0.0118
SRR29535114.423766	42927	40043	40108	+	LF10_chr4	46604272	46578910	46578973	63	65	30	tp:A:P	cm:i:5	s1:i:63	s2:i:0	dv:f:0.0121
SRR29535114.423995	9279	8716	8933	-	LF10_chr1	50495432	7137	7361	143	224	60	tp:A:P	cm:i:11	s1:i:140	s2:i:0	dv:f:0.0223
SRR29535114.424017	16492	5340	5484	+	LF10_chr1	50495432	7138	7285	98	147	60	tp:A:P	cm:i:6	s1:i:102	s2:i:0	dv:f:0.0153
SRR29535114.424154	2396	2269	2372	+	LF10_chr3	45743229	17961	18087	62	126	13	tp:A:P	cm:i:4	s1:i:56	s2:i:0	dv:f:0.0394
SRR29535114.424258	1432	30	1374	-	LF10_chr4	46604272	46558532	46559902	1014	1380	60	tp:A:P	cm:i:96	s1:i:971	s2:i:0	dv:f:0.0100
SRR29535114.424676	1720	698	754	-	LF10_chr1	50495432	8188	8244	56	56	18	tp:A:P	cm:i:4	s1:i:56	s2:i:0	dv:f:0.0147
SRR29535114.424793	3512	131	306	+	LF10_chr1	50495432	50483307	50483482	106	175	53	tp:A:P	cm:i:8	s1:i:107	s2:i:69	dv:f:0.0265
SRR29535114.424893	5646	4988	5101	+	LF10_chr1	50495432	7171	7285	52	114	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0250
SRR29535114.425096	7136	5083	5238	+	LF10_chr1	50495432	50483317	50483482	127	165	47	tp:A:P	cm:i:18	s1:i:126	s2:i:94	dv:f:0.0056
SRR29535114.425096	7136	4121	4185	+	LF10_chr4	46604272	46578909	46578973	64	64	31	tp:A:P	cm:i:5	s1:i:64	s2:i:0	dv:f:0.0121
SRR29535114.425316	1133	918	975	-	LF10_chr4	46604272	46578910	46578967	57	57	19	tp:A:P	cm:i:4	s1:i:57	s2:i:0	dv:f:0.0141
SRR29535114.425723	475	112	206	+	LF10_chr5	48825035	48810971	48811078	57	107	13	tp:A:P	cm:i:4	s1:i:57	s2:i:40	dv:f:0.0201
SRR29535114.425770	600	163	562	-	LF10_chr5	48825035	10996	11401	200	405	60	tp:A:P	cm:i:14	s1:i:202	s2:i:98	dv:f:0.0271
SRR29535114.425869	2196	1277	1423	-	LF10_chr1	50495432	7137	7285	62	148	27	tp:A:P	cm:i:4	s1:i:68	s2:i:0	dv:f:0.0205
SRR29535114.425922	742	61	712	-	LF10_chr1	50495432	19313	19975	452	667	60	tp:A:P	cm:i:42	s1:i:428	s2:i:0	dv:f:0.0148
SRR29535114.425975	4051	2221	2379	+	LF10_chr1	50495432	7125	7285	100	160	60	tp:A:P	cm:i:6	s1:i:107	s2:i:0	dv:f:0.0188
SRR29535114.426222	30454	8436	8611	+	LF10_chr1	50495432	50483308	50483482	160	175	60	tp:A:P	cm:i:18	s1:i:164	s2:i:108	dv:f:0.0088
SRR29535114.426222	30454	7494	7549	+	LF10_chr4	46604272	46578910	46578965	55	55	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0183
SRR29535114.426250	9924	7611	7781	+	LF10_chr1	50495432	50483307	50483482	151	175	55	tp:A:P	cm:i:16	s1:i:155	s2:i:110	dv:f:0.0131
SRR29535114.426491	1217	680	752	-	LF10_chr3	45743229	45741995	45742067	72	72	53	tp:A:P	cm:i:7	s1:i:72	s2:i:0	dv:f:0.0095
SRR29535114.426492	25705	11991	25371	+	LF10_chr8	39140677	30038	43550	5879	13572	10	tp:A:P	cm:i:423	s1:i:5869	s2:i:5405	dv:f:0.0250
SRR29535114.426779	39008	37681	37834	+	LF10_chr1	50495432	7137	7285	81	153	60	tp:A:P	cm:i:7	s1:i:84	s2:i:0	dv:f:0.0162
SRR29535114.427105	14185	164	10025	+	LF10_chr8	39140677	19677	29716	3241	10064	60	tp:A:P	cm:i:216	s1:i:3236	s2:i:751	dv:f:0.0404
SRR29535114.427105	14185	9138	14110	+	LF10_chr8	39140677	22766	27661	1636	5079	60	tp:A:P	cm:i:108	s1:i:1627	s2:i:936	dv:f:0.0420
SRR29535114.427113	281	46	232	-	LF10_chr5	48825035	48782044	48782233	60	189	0	tp:A:P	cm:i:3	s1:i:63	s2:i:63	dv:f:0.0554
SRR29535114.427345	25255	16112	16271	+	LF10_chr1	50495432	7124	7285	80	161	39	tp:A:P	cm:i:4	s1:i:89	s2:i:0	dv:f:0.0205
SRR29535114.427520	8649	5536	5706	-	LF10_chr1	50495432	50483288	50483457	122	172	60	tp:A:P	cm:i:10	s1:i:124	s2:i:58	dv:f:0.0140
SRR29535114.427763	20727	174	18701	-	LF10_chr7	34875448	183	19334	7568	19223	60	tp:A:P	cm:i:562	s1:i:7411	s2:i:1522	dv:f:0.0270
SRR29535114.427763	20727	18540	19099	-	LF10_chr8	39140677	417	856	114	559	11	tp:A:P	cm:i:4	s1:i:96	s2:i:77	dv:f:0.0654
SRR29535114.427763	20727	18885	19649	+	LF10_chr2	50269664	50268799	50269568	79	771	24	tp:A:P	cm:i:3	s1:i:76	s2:i:0	dv:f:0.0697
SRR29535114.427763	20727	20200	20503	+	LF10_chr3	45743229	45742675	45742831	85	303	22	tp:A:P	cm:i:4	s1:i:61	s2:i:0	dv:f:0.0509
SRR29535114.427912	44075	28267	28414	-	LF10_chr1	50495432	7137	7285	101	148	60	tp:A:P	cm:i:9	s1:i:104	s2:i:0	dv:f:0.0105
SRR29535114.428073	8569	4416	4532	-	LF10_chr1	50495432	7169	7285	54	116	19	tp:A:P	cm:i:4	s1:i:57	s2:i:0	dv:f:0.0152
SRR29535114.428905	33433	19400	19491	+	LF10_chr1	50495432	7124	7213	74	91	25	tp:A:P	cm:i:3	s1:i:77	s2:i:0	dv:f:0.0253
SRR29535114.429079	4289	2125	2174	-	LF10_chr3	45743229	45742592	45742650	49	58	3	tp:A:P	cm:i:6	s1:i:46	s2:i:44	dv:f:0.0110
SRR29535114.429135	596	309	433	+	LF10_chr1	50495432	7164	7285	74	125	49	tp:A:P	cm:i:6	s1:i:76	s2:i:0	dv:f:0.0149
SRR29535114.429530	16618	13772	13947	+	LF10_chr1	50495432	50483307	50483482	114	177	60	tp:A:P	cm:i:9	s1:i:116	s2:i:0	dv:f:0.0132
SRR29535114.429707	1848	796	968	-	LF10_chr1	50495432	50483308	50483482	114	174	48	tp:A:P	cm:i:9	s1:i:118	s2:i:85	dv:f:0.0105
SRR29535114.429796	3548	3482	3527	+	LF10_chr8	39140677	19457	19502	45	45	2	tp:A:P	cm:i:3	s1:i:45	s2:i:0	dv:f:0.0166
SRR29535114.429975	477	216	406	+	LF10_chr3	45743229	45729091	45729287	104	197	20	tp:A:P	cm:i:5	s1:i:107	s2:i:82	dv:f:0.0325
SRR29535114.430191	14037	4805	4947	+	LF10_chr1	50495432	7145	7285	78	142	60	tp:A:P	cm:i:7	s1:i:82	s2:i:0	dv:f:0.0094
SRR29535114.430357	3548	2487	2575	+	LF10_chr1	50495432	7124	7213	88	89	60	tp:A:P	cm:i:8	s1:i:88	s2:i:0	dv:f:0.0081
SRR29535114.430472	14916	2585	2710	+	LF10_chr1	50495432	7164	7285	56	126	18	tp:A:P	cm:i:4	s1:i:56	s2:i:0	dv:f:0.0152
SRR29535114.430496	1010	747	862	+	LF10_chr1	50495432	7169	7285	67	118	33	tp:A:P	cm:i:5	s1:i:66	s2:i:0	dv:f:0.0123
SRR29535114.430702	701	155	686	-	LF10_chr1	50495432	25721	26263	316	548	60	tp:A:P	cm:i:30	s1:i:307	s2:i:0	dv:f:0.0170
SRR29535114.431290	4739	4647	4705	-	LF10_chr8	39140677	24585	24643	58	58	0	tp:A:P	cm:i:4	s1:i:58	s2:i:58	dv:f:0.0152
SRR29535114.431294	25935	2736	2912	+	LF10_chr1	50495432	50483308	50483482	103	176	60	tp:A:P	cm:i:7	s1:i:103	s2:i:0	dv:f:0.0192
SRR29535114.431294	25935	1803	1859	+	LF10_chr4	46604272	46578910	46578965	55	56	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0182
SRR29535114.431338	774	86	750	-	LF10_chr4	46604272	5890	6557	278	671	60	tp:A:P	cm:i:16	s1:i:278	s2:i:64	dv:f:0.0268
SRR29535114.431786	809	256	666	-	LF10_chr8	39140677	21212	21621	178	414	1	tp:A:P	cm:i:13	s1:i:174	s2:i:165	dv:f:0.0290
SRR29535114.431804	7510	1498	1558	-	LF10_chr1	50495432	8189	8249	60	60	27	tp:A:P	cm:i:5	s1:i:60	s2:i:0	dv:f:0.0128
SRR29535114.432052	1307	546	1144	+	LF10_chr8	39140677	27586	28547	205	962	1	tp:A:P	cm:i:15	s1:i:150	s2:i:144	dv:f:0.0332
SRR29535114.432272	18814	4616	4794	+	LF10_chr1	50495432	50483307	50483482	123	179	60	tp:A:P	cm:i:9	s1:i:124	s2:i:72	dv:f:0.0182
SRR29535114.432434	17843	16503	16633	+	LF10_chr1	50495432	7259	7390	102	131	29	tp:A:P	cm:i:6	s1:i:97	s2:i:71	dv:f:0.0309
SRR29535114.432544	25551	22697	22859	-	LF10_chr1	50495432	50483308	50483479	123	171	15	tp:A:P	cm:i:10	s1:i:122	s2:i:111	dv:f:0.0168
SRR29535114.432689	6953	1961	2059	-	LF10_chr1	50495432	7114	7213	98	99	60	tp:A:P	cm:i:11	s1:i:98	s2:i:0	dv:f:0.0063
SRR29535114.433159	27989	22316	22486	+	LF10_chr1	50495432	50483308	50483482	148	175	45	tp:A:P	cm:i:16	s1:i:150	s2:i:114	dv:f:0.0042
SRR29535114.433268	36247	4972	5132	-	LF10_chr1	50495432	50483324	50483480	118	161	48	tp:A:P	cm:i:9	s1:i:125	s2:i:90	dv:f:0.0102
SRR29535114.433301	20579	17091	17166	-	LF10_chr1	50495432	7137	7213	75	76	56	tp:A:P	cm:i:7	s1:i:75	s2:i:0	dv:f:0.0094
SRR29535114.433763	25292	11214	11359	+	LF10_chr1	50495432	7137	7285	87	148	60	tp:A:P	cm:i:7	s1:i:88	s2:i:0	dv:f:0.0133
SRR29535114.433811	849	146	220	+	LF10_chr1	50495432	8512	8587	62	75	8	tp:A:P	cm:i:3	s1:i:54	s2:i:0	dv:f:0.0309
SRR29535114.433842	439	177	311	+	LF10_chr1	50495432	50483346	50483482	86	137	57	tp:A:P	cm:i:6	s1:i:86	s2:i:0	dv:f:0.0152
SRR29535114.433917	1352	737	901	-	LF10_chr1	50495432	50483317	50483482	145	166	39	tp:A:P	cm:i:15	s1:i:146	s2:i:117	dv:f:0.0109
SRR29535114.434016	581	113	159	+	LF10_chr7	34875448	34850297	34850343	46	46	1	tp:A:P	cm:i:3	s1:i:46	s2:i:0	dv:f:0.0179
SRR29535114.434038	12407	1671	1711	-	LF10_chr1	50495432	7137	7177	40	40	0	tp:A:P	cm:i:3	s1:i:40	s2:i:0	dv:f:0.0192
SRR29535114.434224	25735	22931	23116	+	LF10_chr1	50495432	50483295	50483482	98	188	60	tp:A:P	cm:i:6	s1:i:101	s2:i:0	dv:f:0.0300
SRR29535114.434232	2187	1198	1450	+	LF10_chr1	50495432	7113	7361	135	252	60	tp:A:P	cm:i:11	s1:i:135	s2:i:44	dv:f:0.0180
SRR29535114.434480	18105	3109	3183	-	LF10_chr1	50495432	7137	7213	74	76	55	tp:A:P	cm:i:7	s1:i:74	s2:i:0	dv:f:0.0094
SRR29535114.434744	14706	7427	7481	+	LF10_chr1	50495432	7144	7197	53	54	19	tp:A:P	cm:i:5	s1:i:53	s2:i:0	dv:f:0.0128
SRR29535114.434800	23814	13936	23653	-	LF10_chr8	39140677	20407	29792	2729	10686	5	tp:A:P	cm:i:179	s1:i:2358	s2:i:2226	dv:f:0.0464
SRR29535114.434800	23814	10462	21192	-	LF10_chr8	39140677	20406	29750	2529	11008	29	tp:A:P	cm:i:166	s1:i:2226	s2:i:1519	dv:f:0.0495
SRR29535114.434800	23814	666	12276	-	LF10_chr8	39140677	21178	29541	2085	11699	11	tp:A:P	cm:i:130	s1:i:1555	s2:i:1371	dv:f:0.0595
SRR29535114.434800	23814	23668	23781	-	LF10_chr8	39140677	23108	23223	72	115	0	tp:A:P	cm:i:6	s1:i:66	s2:i:66	dv:f:0.0293
SRR29535114.435188	2682	21	715	-	LF10_chr5	48825035	48810202	48810924	96	722	14	tp:A:P	cm:i:3	s1:i:106	s2:i:42	dv:f:0.0795
SRR29535114.435540	1575	73	1558	+	LF10_chr5	48825035	10199	11700	460	1508	60	tp:A:P	cm:i:32	s1:i:464	s2:i:100	dv:f:0.0377
SRR29535114.435969	4123	1079	1249	+	LF10_chr1	50495432	50483306	50483482	106	176	38	tp:A:P	cm:i:7	s1:i:109	s2:i:77	dv:f:0.0194
SRR29535114.435969	4123	137	190	+	LF10_chr4	46604272	46578913	46578965	52	53	10	tp:A:P	cm:i:3	s1:i:52	s2:i:0	dv:f:0.0184
SRR29535114.436414	612	75	595	-	LF10_chr2	50269664	7542	8069	352	530	60	tp:A:P	cm:i:27	s1:i:355	s2:i:0	dv:f:0.0125
SRR29535114.436502	532	34	520	-	LF10_chr6	67806300	8485	8972	311	495	60	tp:A:P	cm:i:28	s1:i:287	s2:i:0	dv:f:0.0115
SRR29535114.436796	2702	2342	2517	+	LF10_chr8	39140677	19317	19490	83	175	8	tp:A:P	cm:i:3	s1:i:90	s2:i:70	dv:f:0.0423
SRR29535114.436901	472	33	458	-	LF10_chr7	34875448	41364	41782	280	426	60	tp:A:P	cm:i:29	s1:i:288	s2:i:0	dv:f:0.0094
SRR29535114.436966	3168	2154	2296	+	LF10_chr1	50495432	7143	7285	79	143	60	tp:A:P	cm:i:7	s1:i:84	s2:i:0	dv:f:0.0093
SRR29535114.437650	880	33	657	-	LF10_chr2	50269664	50260567	50261197	387	631	60	tp:A:P	cm:i:30	s1:i:385	s2:i:54	dv:f:0.0172
SRR29535114.437805	7213	1770	1891	-	LF10_chr1	50495432	7164	7285	54	121	21	tp:A:P	cm:i:4	s1:i:59	s2:i:0	dv:f:0.0263
SRR29535114.437936	4101	2421	2559	-	LF10_chr1	50495432	7144	7285	88	141	60	tp:A:P	cm:i:7	s1:i:93	s2:i:0	dv:f:0.0170
SRR29535114.438026	396	63	354	-	LF10_chr8	39140677	21410	21706	252	299	3	tp:A:P	cm:i:16	s1:i:236	s2:i:229	dv:f:0.0143
SRR29535114.438057	680	352	435	-	LF10_chr3	45743229	45741994	45742077	64	83	43	tp:A:P	cm:i:6	s1:i:73	s2:i:0	dv:f:0.0152
SRR29535114.438625	11024	8366	8534	+	LF10_chr1	50495432	7113	7285	125	172	60	tp:A:P	cm:i:13	s1:i:127	s2:i:0	dv:f:0.0078
SRR29535114.438657	1300	151	1233	+	LF10_chr7	34875448	34860542	34861652	534	1117	0	tp:A:P	cm:i:32	s1:i:530	s2:i:529	dv:f:0.0198
SRR29535114.438712	4963	1849	2007	+	LF10_chr1	50495432	50483325	50483482	143	159	16	tp:A:P	cm:i:14	s1:i:146	s2:i:132	dv:f:0.0126
SRR29535114.438929	12247	3213	6875	+	LF10_chr5	48825035	48810015	48813732	110	3717	0	tp:A:P	cm:i:3	s1:i:121	s2:i:87	dv:f:0.1399
SRR29535114.439436	665	525	574	+	LF10_chr1	50495432	7164	7213	49	49	11	tp:A:P	cm:i:4	s1:i:49	s2:i:0	dv:f:0.0146
SRR29535114.439503	3501	304	374	-	LF10_chr3	45743229	45742110	45742179	60	70	14	tp:A:P	cm:i:4	s1:i:58	s2:i:0	dv:f:0.0212
SRR29535114.439606	1692	446	1281	-	LF10_chr5	48825035	48819479	48820334	347	860	0	tp:A:P	cm:i:22	s1:i:348	s2:i:346	dv:f:0.0208
SRR29535114.439622	17731	8923	9040	+	LF10_chr1	50495432	7168	7285	72	117	41	tp:A:P	cm:i:5	s1:i:76	s2:i:0	dv:f:0.0174
SRR29535114.439743	7074	4633	4786	+	LF10_chr1	50495432	50483327	50483482	135	155	53	tp:A:P	cm:i:18	s1:i:132	s2:i:95	dv:f:0.0055
SRR29535114.439743	7074	3666	3728	+	LF10_chr4	46604272	46578910	46578973	62	63	29	tp:A:P	cm:i:5	s1:i:62	s2:i:0	dv:f:0.0119
SRR29535114.439744	6975	2308	2477	-	LF10_chr1	50495432	50483308	50483480	158	172	3	tp:A:P	cm:i:20	s1:i:160	s2:i:157	dv:f:0.0034
SRR29535114.439796	26683	25144	25257	-	LF10_chr1	50495432	50483306	50483420	113	114	60	tp:A:P	cm:i:17	s1:i:113	s2:i:51	dv:f:0.0040
