query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	match
ERR10809407.1585102	12829	2	12824	-	OY979768.1	55528949	55481511	55510255	12599	28779	53	12599
ERR10809407.1032803	13873	1	13857	+	OY979768.1	55528949	1691	15504	12594	13890	60	12594
ERR10809407.1521735	12694	2	12694	-	OY979766.1	136469214	136431667	136444368	12593	12705	60	12593
ERR10809407.220820	12658	6	12651	+	OY979767.1	119242295	6512	19162	12577	12652	60	12577
ERR10809407.1257758	12907	4	12907	-	OY979768.1	55528949	55474296	55488149	12576	13862	50	12576
ERR10809407.1413559	13708	483	13512	+	OY979768.1	55528949	55481821	55514675	12575	32875	11	12575
ERR10809407.695358	13035	7	13030	-	OY979769.1	45422575	45386905	45399882	12567	13031	60	12567
ERR10809407.373490	12701	1	12700	-	OY979768.1	55528949	55471389	55484088	12566	12707	0	12566
ERR10809407.1207040	15066	1967	15047	-	OY979769.1	45422575	3842	16526	12565	13088	12	12565
ERR10809407.1162451	12620	0	12619	+	OY979766.1	136469214	22293	38386	12551	16095	0	12551
ERR10809407.449495	13808	305	13802	-	OY979768.1	55528949	55482785	55511787	12542	29469	53	12542
ERR10809407.310997	13805	5	12756	+	OY979768.1	55528949	55486882	55514685	12542	27847	27	12542
ERR10809407.460097	14104	8	14098	-	OY979768.1	55528949	55480214	55513122	12539	33030	43	12539
ERR10809407.1252261	12739	6	12739	-	OY979769.1	45422575	45388642	45401384	12538	12742	60	12538
ERR10809407.587034	13174	3	13165	+	OY979769.1	45422575	13271	26436	12537	13167	60	12537
ERR10809407.1091267	15061	4	12777	-	OY979768.1	55528949	55484728	55513406	12532	28720	53	12532
ERR10809407.39073	12814	5	12806	-	OY979766.1	136469214	136427086	136439905	12530	12832	12	12530
ERR10809407.1309768	13400	300	13394	-	OY979768.1	55528949	55478934	55492835	12527	13924	60	12527
ERR10809407.457055	15791	511	13470	-	OY979768.1	55528949	55478918	55492789	12517	13894	22	12517
ERR10809407.235164	14546	4	12928	+	OY979768.1	55528949	55482968	55514685	12511	31758	43	12511
ERR10809407.1420083	14286	3	14248	-	OY979769.1	45422575	45403902	45418144	12503	14246	60	12503
ERR10809407.1612934	12872	4	12674	+	OY979768.1	55528949	55486969	55514685	12503	27760	25	12503
ERR10809407.196082	14127	6	12757	+	OY979768.1	55528949	55486913	55514675	12500	27800	8	12500
ERR10809407.464842	12539	4	12538	-	OY979769.1	45422575	45373624	45386160	12488	12537	60	12488
ERR10809407.1753489	14663	21	14660	-	OY979766.1	136469214	136437109	136452773	12481	16228	37	12481
ERR10809407.1384924	15264	14	15263	-	OY979766.1	136469214	136449028	136464371	12474	15360	60	12474
ERR10809407.1950899	12599	1	12597	-	OY979769.1	45422575	2510	15100	12471	12598	6	12471
ERR10809407.1927662	13477	3	13473	-	OY979768.1	55528949	55476917	55490954	12470	14443	51	12470
ERR10809407.992720	14009	643	14007	-	OY979768.1	55528949	55482498	55514685	12469	32281	43	12469
ERR10809407.672638	13547	28	13115	-	OY979768.1	55528949	20	13122	12468	13111	60	12468
ERR10809407.830347	12534	2	12531	-	OY979769.1	45422575	45364256	45376786	12465	12530	60	12465
ERR10809407.1770219	12825	2	12825	-	OY979766.1	136469214	136417128	136429976	12462	12858	60	12462
ERR10809407.1550599	13728	138	13721	-	OY979767.1	119242295	119194203	119207787	12459	13584	60	12459
ERR10809407.1793956	13144	6	13140	-	OY979769.1	45422575	45372928	45386116	12458	13207	60	12458
ERR10809407.219373	15708	4	12736	+	OY979769.1	45422575	11219	31536	12455	20340	60	12455
ERR10809407.1174561	12497	3	12494	-	OY979768.1	55528949	55467219	55479714	12453	12495	0	12453
ERR10809407.1132879	15065	146	15041	-	OY979766.1	136469214	136441406	136456327	12453	15091	43	12453
ERR10809407.490854	12672	5	12671	-	OY979768.1	55528949	55484463	55513044	12448	28619	54	12448
ERR10809407.991379	12538	6	12538	+	OY979769.1	45422575	1388	13912	12448	12532	0	12448
ERR10809407.308454	13788	6	13774	-	OY979768.1	55528949	55480468	55513054	12448	32694	44	12448
ERR10809407.1052298	15160	26	15023	+	OY979769.1	45422575	45403204	45418246	12446	15061	60	12446
ERR10809407.1185439	14944	5	14936	-	OY979766.1	136469214	136453816	136468747	12443	14931	60	12443
ERR10809407.152089	15108	3	15108	-	OY979766.1	136469214	136438648	136454758	12440	16745	17	12440
ERR10809407.1150873	16265	0	16260	-	OY979766.1	136469214	136430793	136455825	12428	25194	50	12428
ERR10809407.1608339	12536	5	12534	+	OY979769.1	45422575	17987	30516	12427	12530	60	12427
ERR10809407.1863369	14795	305	14775	-	OY979769.1	45422575	45403737	45418246	12427	14518	53	12427
ERR10809407.682549	13590	7	13590	+	OY979767.1	119242295	119209693	119223312	12422	13635	60	12422
ERR10809407.1475923	12711	4	12709	+	OY979766.1	136469214	136425174	136437929	12422	12759	21	12422
ERR10809407.1516563	19455	2	13475	-	OY979768.1	55528949	55478918	55492386	12420	14268	8	12420
ERR10809407.1637466	12669	9	12660	-	OY979766.1	136469214	47996	60686	12420	12694	0	12420
ERR10809407.1069885	13536	0	13532	-	OY979769.1	45422575	45360848	45374395	12419	13565	60	12419
ERR10809407.412342	13148	4	13134	-	OY979768.1	55528949	55474281	55488295	12417	14048	50	12417
ERR10809407.998309	13073	2	13067	+	OY979768.1	55528949	55480524	55493597	12401	13093	60	12401
ERR10809407.745748	19723	588	19715	-	OY979766.1	136469214	136431279	136456337	12399	25222	31	12399
ERR10809407.209292	12763	4	12755	-	OY979766.1	136469214	136425934	136438663	12398	12767	17	12398
ERR10809407.136928	15374	0	15370	-	OY979769.1	45422575	45401985	45416913	12397	15401	60	12397
ERR10809407.667604	12522	4	12504	+	OY979767.1	119242295	10562	23067	12392	12505	60	12392
ERR10809407.1216953	14472	1869	14464	-	OY979769.1	45422575	3961	16526	12389	12599	11	12389
ERR10809407.2016670	16015	5	16013	-	OY979768.1	55528949	55475701	55491587	12385	16809	16	12385
ERR10809407.1301963	13100	582	13097	-	OY979769.1	45422575	4023	16526	12378	12518	11	12378
ERR10809407.543164	12456	9	12450	-	OY979767.1	119242295	119219383	119231824	12376	12441	60	12376
ERR10809407.1308277	13736	6	12640	-	OY979768.1	55528949	55484728	55513266	12374	28582	53	12374
ERR10809407.778981	16456	0	16449	-	OY979768.1	55528949	55481022	55512321	12372	32408	40	12372
ERR10809407.1704896	17410	1682	17409	+	OY979766.1	136469214	136436902	136451024	12368	15887	60	12368
ERR10809407.1098249	12399	7	12393	-	OY979769.1	45422575	45375321	45387708	12366	12387	40	12366
ERR10809407.748111	13623	4	13623	+	OY979768.1	55528949	55481174	55512727	12365	31990	43	12365
ERR10809407.1733049	13537	4	12478	+	OY979768.1	55528949	55479417	55492789	12353	13381	60	12353
ERR10809407.1257927	13546	983	13542	-	OY979768.1	55528949	55479451	55492835	12345	13389	60	12345
ERR10809407.1929925	12642	2	12640	-	OY979768.1	55528949	55490713	55503353	12344	12640	60	12344
ERR10809407.207780	12732	8	12727	+	OY979768.1	55528949	55481899	55514390	12341	32505	29	12341
ERR10809407.1970118	16478	6	16471	-	OY979768.1	55528949	55483488	55511601	12336	31653	52	12336
ERR10809407.564644	13641	0	13635	-	OY979768.1	55528949	55480442	55512888	12335	32554	45	12335
ERR10809407.231429	12981	6	12981	-	OY979766.1	136469214	28773	41659	12332	12985	48	12332
ERR10809407.817951	12497	5	12489	+	OY979768.1	55528949	55479407	55492823	12331	13420	60	12331
ERR10809407.1588849	13925	24	13924	-	OY979767.1	119242295	119185260	119199221	12331	13991	60	12331
ERR10809407.1845417	13888	12	13888	-	OY979766.1	136469214	136449281	136463151	12331	13881	60	12331
ERR10809407.1624458	12397	5	12391	-	OY979768.1	55528949	55473607	55486004	12326	12397	0	12326
ERR10809407.1327738	16321	8	16313	-	OY979768.1	55528949	55473104	55489323	12325	17225	26	12325
ERR10809407.1911214	13602	7	13599	-	OY979768.1	55528949	55482009	55514351	12313	32440	39	12313
ERR10809407.1925593	16540	3372	16537	-	OY979768.1	55528949	55474706	55488418	12305	14132	55	12305
ERR10809407.305941	14069	7	14067	-	OY979768.1	55528949	55478720	55492823	12302	14968	40	12302
ERR10809407.1019394	12419	2	12416	-	OY979766.1	136469214	136427878	136440307	12295	12434	10	12295
ERR10809407.1660723	13472	9	13472	+	OY979767.1	119242295	14010	27485	12293	13479	60	12293
ERR10809407.956247	12380	7	12376	+	OY979769.1	45422575	449	12824	12289	12375	0	12289
ERR10809407.2069681	12851	0	12840	+	OY979768.1	55528949	55481491	55510287	12284	28838	54	12284
ERR10809407.1790271	13894	3	13893	+	OY979768.1	55528949	32454	46118	12273	13890	60	12273
ERR10809407.439443	12929	7	12924	+	OY979769.1	45422575	12826	25753	12270	12927	60	12270
ERR10809407.1162964	13000	7	12999	-	OY979767.1	119242295	49665	62669	12265	13009	27	12265
ERR10809407.526190	12371	6	12365	-	OY979768.1	55528949	55482172	55514375	12259	32211	23	12259
ERR10809407.1898471	14376	7	14374	+	OY979766.1	136469214	136429909	136455900	12258	26162	20	12258
ERR10809407.1901648	16096	3203	16087	-	OY979768.1	55528949	55483402	55511787	12257	28830	53	12257
ERR10809407.1819719	12343	5	12336	-	OY979768.1	55528949	40525	52842	12254	12331	60	12254
ERR10809407.1509385	12501	6	12501	-	OY979769.1	45422575	2105	14606	12249	12521	1	12249
ERR10809407.1583498	12257	0	12255	+	OY979767.1	119242295	7492	19748	12241	12256	60	12241
ERR10809407.648017	14206	33	14197	+	OY979769.1	45422575	45403902	45418073	12240	14185	59	12240
ERR10809407.675822	12296	5	12295	+	OY979769.1	45422575	489	12785	12239	12296	0	12239
ERR10809407.1076562	12824	1	12824	-	OY979768.1	55528949	55472704	55486361	12235	13709	2	12235
ERR10809407.1146368	13718	9	13709	+	OY979766.1	136469214	136442048	136455713	12235	13812	21	12235
ERR10809407.900360	13239	9	13237	+	OY979768.1	55528949	55481872	55510409	12233	28567	54	12233
ERR10809407.988316	13865	0	13271	-	OY979768.1	55528949	55478918	55492188	12229	14068	35	12229
ERR10809407.1751696	14560	8	14552	-	OY979769.1	45422575	45397016	45411560	12219	14545	56	12219
ERR10809407.1214941	13680	5	13676	+	OY979766.1	136469214	136441415	136455049	12218	13785	13	12218
ERR10809407.1818829	12267	2	12263	+	OY979766.1	136469214	136434378	136446644	12217	12267	60	12217
ERR10809407.204875	12305	3	12303	+	OY979767.1	119242295	1296	13603	12212	12307	60	12212
ERR10809407.1427428	12840	4	12834	-	OY979769.1	45422575	12708	25542	12210	12834	60	12210
ERR10809407.702408	12321	1	12314	-	OY979766.1	136469214	136429013	136441321	12210	12319	28	12210
ERR10809407.1451437	12373	4	12372	-	OY979768.1	55528949	55481899	55514063	12210	32168	32	12210
ERR10809407.715606	12282	0	12273	+	OY979769.1	45422575	36206	48487	12208	12281	60	12208
ERR10809407.2001106	12228	9	12226	-	OY979766.1	136469214	32672	44891	12207	12219	16	12207
ERR10809407.204670	12886	4	12886	-	OY979768.1	55528949	55478098	55491969	12195	13904	60	12195
ERR10809407.1958687	12424	3	12424	+	OY979768.1	55528949	12033	24462	12192	12430	60	12192
ERR10809407.1150231	12454	9	12452	-	OY979768.1	55528949	55482303	55514592	12190	32315	17	12190
ERR10809407.1059911	13864	6	13857	-	OY979767.1	119242295	119202830	119216690	12185	13860	60	12185
ERR10809407.907295	13356	3	13353	-	OY979767.1	119242295	119192689	119206043	12184	13354	60	12184
ERR10809407.2008940	12200	1	12197	+	OY979769.1	45422575	45377855	45390052	12181	12197	60	12181
ERR10809407.480541	12299	5	12296	+	OY979769.1	45422575	3831	16115	12181	12292	11	12181
ERR10809407.169897	12266	5	12262	-	OY979769.1	45422575	2110	14375	12168	12269	0	12168
ERR10809407.1048551	15480	3	15472	+	OY979766.1	136469214	136426690	136451924	12168	25769	18	12168
ERR10809407.696244	13287	18	13280	+	OY979768.1	55528949	5975	19192	12163	13290	60	12163
ERR10809407.1750553	12831	0	12823	-	OY979767.1	119242295	119182042	119194871	12162	12829	60	12162
ERR10809407.1549523	12556	1	12547	-	OY979769.1	45422575	24158	36710	12159	12562	60	12159
ERR10809407.619970	12262	7	12259	+	OY979766.1	136469214	15839	28104	12156	12265	29	12156
ERR10809407.1732902	12376	3	12368	-	OY979768.1	55528949	55483114	55511408	12154	28308	55	12154
ERR10809407.236181	15726	9	15711	-	OY979768.1	55528949	55469341	55485262	12150	16212	0	12150
ERR10809407.1039442	13616	1	12643	-	OY979768.1	55528949	20	12658	12147	12644	60	12147
ERR10809407.383479	13175	287	13161	-	OY979768.1	55528949	55483078	55514685	12144	31696	44	12144
ERR10809407.1649835	12947	3	12941	+	OY979766.1	136469214	136440324	136453314	12131	13022	18	12131
ERR10809407.1595916	14275	6	13317	-	OY979768.1	55528949	55478918	55492338	12130	14212	39	12130
ERR10809407.365870	12309	8	12309	-	OY979768.1	55528949	55506823	55519128	12130	12305	60	12130
ERR10809407.695360	12395	8	12394	-	OY979768.1	55528949	55474852	55488090	12126	13259	51	12126
ERR10809407.1270541	13001	7	13000	-	OY979769.1	45422575	45360591	45373586	12126	12996	60	12126
ERR10809407.571005	15804	3016	15798	-	OY979768.1	55528949	55475102	55488418	12116	13729	58	12116
ERR10809407.856826	14575	4	12835	+	OY979768.1	55528949	55479463	55492835	12114	13785	43	12114
ERR10809407.1708596	12186	0	12178	-	OY979769.1	45422575	45368646	45380828	12111	12182	60	12111
ERR10809407.1229323	13398	7	12620	+	OY979769.1	45422575	4322	16526	12106	12616	12	12106
ERR10809407.1507759	12161	4	12161	+	OY979769.1	45422575	34749	46908	12104	12159	60	12104
ERR10809407.978481	12558	8	12557	-	OY979768.1	55528949	55477106	55490199	12101	13490	52	12101
ERR10809407.359825	12272	3	12270	-	OY979768.1	55528949	17032	29301	12099	12278	60	12099
ERR10809407.40426	12809	1	12806	-	OY979768.1	55528949	55478839	55492172	12098	13737	53	12098
ERR10809407.261873	15197	3	12705	+	OY979769.1	45422575	4208	16526	12084	12723	13	12084
ERR10809407.1753667	12378	0	12378	+	OY979768.1	55528949	55487415	55499790	12083	12382	60	12083
ERR10809407.1803141	12278	5	12272	-	OY979768.1	55528949	55506040	55518305	12082	12268	60	12082
ERR10809407.1349191	12188	2	12179	-	OY979769.1	45422575	45365631	45377813	12082	12183	60	12082
ERR10809407.336898	12337	1	12333	+	OY979766.1	136469214	13190	25503	12079	12341	52	12079
ERR10809407.1685087	12242	7	12235	+	OY979766.1	136469214	21097	36821	12071	15724	0	12071
ERR10809407.1983261	12611	4	12611	-	OY979769.1	45422575	5317	17922	12065	12610	39	12065
ERR10809407.215754	12130	5	12122	+	OY979769.1	45422575	235	12356	12064	12121	0	12064
ERR10809407.1972437	12321	9	12318	-	OY979768.1	55528949	55474209	55487498	12064	13292	36	12064
ERR10809407.742913	18149	5189	18140	-	OY979768.1	55528949	55476490	55489947	12063	13866	52	12063
ERR10809407.1971275	16445	2	12671	+	OY979769.1	45422575	4275	16526	12058	12677	0	12058
ERR10809407.1162345	16242	4109	16239	-	OY979767.1	119242295	119224912	119237051	12046	12139	60	12046
ERR10809407.1179935	12106	2	12103	+	OY979766.1	136469214	29646	41756	12045	12110	48	12045
ERR10809407.1124805	12321	6	12318	-	OY979768.1	55528949	55483107	55514217	12043	31115	45	12043
ERR10809407.1872480	12882	2	12880	-	OY979767.1	119242295	41633	54575	12038	12951	46	12038
ERR10809407.1045302	12120	1	12115	-	OY979766.1	136469214	136411062	136423177	12030	12116	60	12030
ERR10809407.1851059	17435	1572	17431	-	OY979766.1	136469214	136431684	136456327	12028	24798	52	12028
ERR10809407.136053	13407	1	12519	+	OY979769.1	45422575	4409	16526	12024	12520	13	12024
ERR10809407.1637052	12584	1	12582	+	OY979768.1	55528949	55483868	55512405	12024	28592	50	12024
ERR10809407.582945	12042	1	12041	+	OY979766.1	136469214	136424252	136436294	12021	12042	28	12021
ERR10809407.1762203	12060	3	12058	+	OY979766.1	136469214	136420142	136432196	12019	12055	60	12019
ERR10809407.549480	12048	0	12043	+	OY979769.1	45422575	3961	16004	12018	12043	14	12018
ERR10809407.1222611	12128	5	12122	-	OY979769.1	45422575	44907	57032	12006	12129	18	12006
ERR10809407.1618888	12240	9	12231	+	OY979768.1	55528949	9874	22096	12002	12223	60	12002
ERR10809407.277787	14613	5	14613	+	OY979769.1	45422575	45402338	45416973	12000	14645	60	12000
ERR10809407.1159111	12231	5	12226	+	OY979768.1	55528949	8229	20448	11999	12222	60	11999
ERR10809407.184734	12242	4	12238	+	OY979768.1	55528949	55487131	55514366	11999	27277	19	11999
ERR10809407.674587	13009	2	12767	-	OY979768.1	55528949	55481821	55514414	11992	32629	25	11992
ERR10809407.1922412	17911	2723	17909	+	OY979766.1	136469214	136436912	136450291	11987	15303	60	11987
ERR10809407.98850	12676	0	12673	-	OY979768.1	55528949	55480824	55512244	11979	31481	45	11979
ERR10809407.181481	12325	5	12318	-	OY979768.1	55528949	31283	43599	11978	12316	60	11978
ERR10809407.108852	15096	8	15092	+	OY979766.1	136469214	136437992	136451242	11978	15169	59	11978
ERR10809407.687500	16588	725	13827	-	OY979768.1	55528949	55478918	55509674	11966	31196	23	11966
ERR10809407.1907351	13998	1743	13995	+	OY979766.1	136469214	2894	15173	11955	12284	60	11955
ERR10809407.1261714	12694	6	12692	+	OY979766.1	136469214	29431	41499	11948	12692	21	11948
ERR10809407.1258084	13384	23	13363	+	OY979766.1	136469214	136441660	136454968	11947	13453	13	11947
ERR10809407.78334	12143	9	12134	-	OY979767.1	119242295	5947	18078	11947	12142	60	11947
ERR10809407.1397497	14194	1	12106	+	OY979768.1	55528949	55479861	55492835	11944	12978	34	11944
ERR10809407.223157	13306	7	13291	+	OY979768.1	55528949	55479437	55492835	11941	14198	40	11941
ERR10809407.42928	21365	11	15024	-	OY979766.1	136469214	136436902	136450119	11934	15131	60	11934
ERR10809407.879232	13773	3	12708	+	OY979768.1	55528949	55482749	55514685	11933	32381	2	11933
ERR10809407.1745082	16245	9	16213	+	OY979768.1	55528949	55482099	55513108	11932	32160	52	11932
ERR10809407.141188	13517	146	13517	-	OY979768.1	55528949	55481255	55494473	11928	13376	60	11928
ERR10809407.44608	12450	8	12450	-	OY979768.1	55528949	55475584	55488488	11926	13308	52	11926
ERR10809407.475530	12477	9	12469	-	OY979766.1	136469214	33435	45907	11925	12505	16	11925
ERR10809407.378028	13616	0	13615	-	OY979768.1	55528949	55478518	55511016	11923	32642	46	11923
ERR10809407.263323	11980	8	11977	+	OY979766.1	136469214	136426475	136438451	11922	11976	15	11922
ERR10809407.52555	12320	5	12320	+	OY979767.1	119242295	37636	49952	11921	12324	60	11921
ERR10809407.1888786	12125	5	12121	-	OY979769.1	45422575	42006	54142	11919	12139	28	11919
ERR10809407.1911029	11995	9	11988	-	OY979768.1	55528949	55467048	55479031	11919	11983	0	11919
ERR10809407.476391	11987	9	11983	-	OY979768.1	55528949	55466993	55478973	11916	11980	0	11916
ERR10809407.413310	12820	16	12817	+	OY979768.1	55528949	55482056	55510409	11910	28766	54	11910
ERR10809407.1166734	12048	34	12039	-	OY979768.1	55528949	55474798	55487716	11909	12918	44	11909
ERR10809407.825417	15646	213	15641	-	OY979768.1	55528949	55469546	55485198	11905	15942	0	11905
ERR10809407.1539297	12955	4	12082	+	OY979769.1	45422575	4451	16526	11897	12091	12	11897
ERR10809407.761388	11954	5	11954	-	OY979766.1	136469214	49749	61705	11896	11956	1	11896
ERR10809407.1018416	12234	1	12225	-	OY979768.1	55528949	55472278	55484529	11895	12266	0	11895
ERR10809407.360128	11987	1	11979	-	OY979768.1	55528949	55471656	55483634	11891	11982	0	11891
ERR10809407.1882165	12064	3	12057	-	OY979768.1	55528949	55478375	55491365	11891	13010	60	11891
ERR10809407.527162	12475	1	12471	+	OY979769.1	45422575	34075	47302	11888	13229	58	11888
ERR10809407.660122	11928	0	11922	-	OY979768.1	55528949	55472457	55484377	11887	11922	0	11887
ERR10809407.1751884	12888	791	12883	-	OY979768.1	55528949	55487576	55514675	11882	27137	4	11882
ERR10809407.1058062	11924	0	11915	-	OY979766.1	136469214	29963	41883	11882	11920	38	11882
ERR10809407.347583	12026	6	12017	-	OY979769.1	45422575	1973	13989	11874	12021	0	11874
ERR10809407.216465	12018	5	12015	-	OY979766.1	136469214	32324	44347	11873	12032	16	11873
ERR10809407.1240817	14221	39	13094	-	OY979768.1	55528949	55478918	55509674	11872	31175	50	11872
ERR10809407.1913419	13077	0	13073	+	OY979768.1	55528949	55484650	55512804	11868	28981	55	11868
ERR10809407.1355682	12967	1	12967	-	OY979767.1	119242295	119199638	119212622	11860	12988	60	11860
ERR10809407.1651969	12051	6	12045	-	OY979769.1	45422575	35146	47190	11860	12057	60	11860
ERR10809407.1860895	13198	2	13090	+	OY979768.1	55528949	55483381	55511787	11848	28448	52	11848
ERR10809407.1033074	12058	4	12052	-	OY979768.1	55528949	55487513	55514623	11840	27148	4	11840
ERR10809407.30408	12109	1	12107	+	OY979768.1	55528949	55482650	55514588	11838	31938	6	11838
ERR10809407.1362533	11954	4	11946	-	OY979766.1	136469214	47225	59177	11832	11956	5	11832
ERR10809407.1986695	13154	1191	13146	-	OY979769.1	45422575	4578	16526	11826	11959	11	11826
ERR10809407.70473	11884	2	11883	-	OY979769.1	45422575	45366705	45378588	11816	11883	60	11816
ERR10809407.281362	11959	6	11951	+	OY979767.1	119242295	3196	15142	11814	11951	60	11814
ERR10809407.2048510	11860	2	11852	+	OY979766.1	136469214	22241	34098	11813	11857	5	11813
ERR10809407.45547	11966	3	11960	+	OY979767.1	119242295	7997	19944	11813	11965	60	11813
ERR10809407.859430	12089	7	12082	+	OY979769.1	45422575	7354	27030	11806	19683	60	11806
ERR10809407.1382509	12957	987	12952	-	OY979768.1	55528949	55480009	55492835	11800	12830	60	11800
ERR10809407.57806	16066	652	16062	+	OY979769.1	45422575	715	15157	11796	15423	5	11796
ERR10809407.1267774	12795	4	12787	+	OY979767.1	119242295	119201610	119214394	11794	12786	60	11794
ERR10809407.892705	12670	244	12661	-	OY979768.1	55528949	55483868	55511787	11792	28364	57	11792
ERR10809407.477794	11826	9	11823	+	OY979766.1	136469214	24592	36408	11788	11816	5	11788
ERR10809407.814427	13269	3	13263	-	OY979766.1	136469214	136442803	136456039	11787	13386	26	11787
ERR10809407.1234348	13454	25	13448	+	OY979766.1	136469214	136442834	136456185	11787	13543	30	11787
ERR10809407.1447640	12507	9	12505	+	OY979766.1	136469214	29204	41086	11781	12502	23	11781
ERR10809407.613058	13212	18	13208	+	OY979768.1	55528949	55480237	55512247	11773	32123	45	11773
ERR10809407.8858	14423	3	14092	+	OY979766.1	136469214	136430640	136456327	11770	25883	35	11770
ERR10809407.1699199	13007	9	12979	-	OY979768.1	55528949	55485060	55513118	11770	28521	55	11770
ERR10809407.1206239	13417	5	11969	+	OY979768.1	55528949	55480009	55492835	11770	12830	54	11770
ERR10809407.1147048	11814	6	11805	+	OY979766.1	136469214	136442162	136453964	11767	11803	12	11767
ERR10809407.1815514	13753	1803	13746	-	OY979768.1	55528949	55480035	55492835	11764	12804	43	11764
ERR10809407.1001968	11858	3	11849	+	OY979768.1	55528949	55496350	55508199	11752	11849	60	11752
ERR10809407.1834011	14383	837	14353	+	OY979766.1	136469214	136436902	136451690	11751	15321	41	11751
ERR10809407.1611371	12070	5	12062	+	OY979768.1	55528949	55490471	55502536	11745	12065	60	11745
ERR10809407.1772020	12579	6	12578	-	OY979767.1	119242295	49415	61983	11744	12594	29	11744
ERR10809407.334532	12568	7	12562	-	OY979767.1	119242295	119212878	119225435	11741	12557	60	11741
ERR10809407.624781	11943	3	11935	-	OY979768.1	55528949	55482516	55514168	11739	31656	12	11739
ERR10809407.290516	13203	15	12420	+	OY979769.1	45422575	4504	16526	11737	12430	12	11737
ERR10809407.1348006	14476	2	14469	+	OY979766.1	136469214	136437359	136450148	11735	14550	60	11735
ERR10809407.1537645	15797	3961	15789	-	OY979767.1	119242295	119225227	119237051	11733	11831	60	11733
ERR10809407.696271	12226	244	12226	+	OY979768.1	55528949	55484728	55512619	11732	27934	55	11732
ERR10809407.549190	12064	8	11956	-	OY979768.1	55528949	55487446	55514453	11730	27045	6	11730
ERR10809407.1826398	14398	0	14394	+	OY979766.1	136469214	4609	24401	11724	19913	60	11724
ERR10809407.329170	13504	4	13484	-	OY979768.1	55528949	55481586	55513929	11711	32459	37	11711
ERR10809407.1026914	14409	2170	14407	+	OY979768.1	55528949	55484728	55512900	11710	28219	53	11710
ERR10809407.1514739	13466	4	12870	-	OY979768.1	55528949	55484728	55512667	11708	28406	57	11708
ERR10809407.1980854	11913	0	11910	-	OY979766.1	136469214	136437380	136449318	11707	11942	60	11707
ERR10809407.658625	12452	8	12444	-	OY979767.1	119242295	119184651	119197089	11703	12438	60	11703
ERR10809407.1899018	12700	8	12695	+	OY979767.1	119242295	119201846	119214533	11703	12687	60	11703
ERR10809407.870474	13249	7	12205	+	OY979769.1	45422575	4732	16526	11697	12199	13	11697
ERR10809407.1966543	11800	5	11800	-	OY979769.1	45422575	45372439	45384243	11690	11806	60	11690
ERR10809407.548210	11719	4	11711	-	OY979768.1	55528949	55493369	55505079	11677	11710	60	11677
ERR10809407.2014227	12184	3	12175	-	OY979769.1	45422575	35669	48608	11676	12941	60	11676
ERR10809407.118141	15472	2806	15464	+	OY979768.1	55528949	20	12658	11674	12685	60	11674
ERR10809407.538845	13062	1114	13061	-	OY979769.1	45422575	11996	31536	11653	19562	60	11653
ERR10809407.764490	11740	9	11731	-	OY979769.1	45422575	48398	60126	11651	11729	27	11651
ERR10809407.822942	11987	3	11985	-	OY979768.1	55528949	55486001	55497987	11647	11986	60	11647
ERR10809407.788361	11791	1	11784	+	OY979769.1	45422575	45373444	45385243	11643	11801	60	11643
ERR10809407.1335605	13159	347	13155	-	OY979769.1	45422575	45401798	45418246	11642	16451	15	11642
ERR10809407.497197	13151	9	13138	+	OY979766.1	136469214	136449908	136463039	11640	13131	60	11640
ERR10809407.24375	11740	7	11736	-	OY979766.1	136469214	136410434	136422168	11635	11734	60	11635
ERR10809407.1404950	12458	1	12452	-	OY979769.1	45422575	47475	59967	11635	12496	1	11635
ERR10809407.1127851	15112	3	12361	+	OY979768.1	55528949	55483578	55514685	11625	31196	16	11625
ERR10809407.22494	13411	3	12720	-	OY979769.1	45422575	45399549	45415903	11624	16368	13	11624
ERR10809407.944606	11874	1	11872	-	OY979766.1	136469214	24029	35878	11613	11882	5	11613
ERR10809407.625346	13342	3	12741	+	OY979768.1	55528949	55480158	55492845	11590	13533	37	11590
ERR10809407.2037980	12342	6	12335	+	OY979768.1	55528949	29075	41436	11590	12372	60	11590
ERR10809407.566137	15100	1	15098	-	OY979769.1	45422575	246	14312	11586	15099	0	11586
ERR10809407.1916	12087	7	12084	-	OY979769.1	45422575	27	12133	11582	12123	0	11582
ERR10809407.1582885	11645	3	11633	+	OY979769.1	45422575	637	12271	11577	11634	0	11577
ERR10809407.1448521	12494	1	12493	+	OY979769.1	45422575	2044	14406	11574	12495	0	11574
ERR10809407.1795069	13506	3	11765	+	OY979768.1	55528949	55480248	55492835	11569	12591	50	11569
ERR10809407.15682	12550	8	12548	+	OY979767.1	119242295	119213271	119225819	11568	12557	60	11568
ERR10809407.1099422	15079	4	15064	+	OY979766.1	136469214	136426780	136451610	11562	25380	13	11562
ERR10809407.371873	14566	6	14560	+	OY979766.1	136469214	136437618	136450352	11561	14643	60	11561
ERR10809407.213196	11926	8	11906	-	OY979766.1	136469214	136408520	136420421	11556	11901	60	11556
ERR10809407.138819	12471	9	12469	-	OY979768.1	55528949	55499276	55511756	11555	12528	47	11555
ERR10809407.679741	12034	9	12025	-	OY979768.1	55528949	55511433	55523434	11554	12017	60	11554
